sample_id,codice_caseificio,data_seduta,anno,n_immagini_fetta,n_immagini_grana,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,n_panelisti,flag_dati_incompleti,note_qualita,commenti_profumo,commenti_sapore,commenti_aroma,commenti_texture,commenti_struttura_pasta,commenti_colore_pasta,commenti_spessore_crosta,punteggio_profumo,punteggio_sapore,punteggio_aroma,punteggio_texture,punteggio_struttura_pasta,punteggio_colore_pasta,punteggio_spessore_crosta,punteggio_complessivo
TN330_2019-11-27,TN330,2019-11-27,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-27_Seduta_13/P6a_TN330_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-27_Seduta_13/P6a_TN330_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-27_Seduta_13\\P6a_TN330_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-27_Seduta_13\\P6b_TN330_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-27_Seduta_13\\P6a_TN330_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\III bimestre\\2019-11-27_Seduta_13\\P6b_TN330_Grana.bmp""]",3,False,Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Cacao"", ""Un po' piatto, poco complesso""]",[],[],[],"[""Micoocchiatura appena percettibile""]",[],[],,,,,,,,
TN326_2019-11-13,TN326,2019-11-13,2019,0,0,,,[],[],7,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Sapore; Nessun commento Aroma; Nessun commento Spessore della Crosta,"[""Sentore di grasso animale ossidato (eg: salame invecchiato)""]",[],[],"[""Deformabile"", ""Non friabile, compatto""]","[""macchie rosa"", ""Enorme occhio sieroso"", ""Grande occhio""]","[""Numerose e grosse macchie rosate""]",[],,,,,,,,
TN305_2018-11-21,TN305,2018-11-21,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-11-21/P2a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-11-21/P2a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-21\\P2a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-21\\P2b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-21\\P2a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-11-21\\P2b_305_grana.bmp""]",10,False,,"[""panna;burro;latte fresco"", ""latte cotto e nocciola"", ""crosta e stantio"", ""crosta"", ""nella norma"", ""frutta tropicale, latte acido""]","[""leggermente acido e piccante"", ""unto, troppo sapido"", ""acido"", ""piccante, salato"", ""tendente all'acido"", ""salatissimo"", ""sale eccessivo, piccante"", ""salato, umami""]","[""nella norma"", ""brodo, olio"", ""crosta, cotto"", ""nella norma"", ""nella norma"", ""brodo carne, latte cotto"", ""brodo animale, tostati""]","[""asciutto, poco friabile e non molti granuli"", ""grnuloso, molto asciutto, poco solubile"", ""nella norma"", ""la solubilità di alcune porzioni sono da struttura stirata"", ""un po- granulosa ma abbastanza solubile"", ""deformabile, pastoso, non molto friabile"", ""si scioglie""]","[""Mista Parte centrale stirata"", ""nella norma"", ""Frattura irregolare"", ""Zone stirate"", ""In parte stirata"", ""Un po' stirata, frattura non regolare,"", ""Striature localizzata e grana non bella"", ""Grana molto sottile"", ""Non omogenea, leggermente tirata"", ""Frattura grossa grana presente ma poco formata zona scalzi qualche sfumatura centrale""]","[""Carico al centro"", ""nella norma"", ""nella norma"", ""Omogeneo abbastanza chiaro"", ""Carico"", ""Rosa e originale zona chiara"", ""Giallo paglierino verso nocciola chiaro"", ""Più scuro al centro""]","[""Crosta sfumata Media 9mm"", ""nella norma"", ""nella norma"", ""1,1"", ""nella norma"", ""9 mm"", ""10"", ""11 mm"", ""Spogli e crosta pronunciate""]",7.294,6.837999999999999,7.15,6.904000000000001,7.0,7.3,7.15,
TN306_2020-02-05,TN306,2020-02-05,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-05_Seduta_22/P2a_TN306_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-05_Seduta_22/P2a_TN306_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P2a_TN306_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P2b_TN306_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P2a_TN306_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-05_Seduta_22\\P2b_TN306_Grana.bmp""]",3,False,Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Burro fresco, molto lattico""]","[""Poco dolce, leggermente amaro""]","[""Erbe amare, carne lessa""]",[],"[""RUVIDA al centro""]",[],[],,,,,,,,
TN302_2021-09-28,TN302,2021-09-28,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-09-28_Seduta_01/P1a_TN302_711_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-09-28_Seduta_01/P1a_TN302_711_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-09-28_Seduta_01\\P1a_TN302_711_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-09-28_Seduta_01\\P1b_TN302_711_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-09-28_Seduta_01\\P1a_TN302_711_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2021-09-28_Seduta_01\\P1b_TN302_711_Grana.bmp""]",1,False,Nessun commento Profumo; Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],[],[],[],"[""Leggera impugnatura in zona centrale""]",[],[],,,,,,,,
TN305_2020-01-29,TN305,2020-01-29,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-29_Seduta_21/P2a_TN305_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-29_Seduta_21/P2a_TN305_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-29_Seduta_21\\P2a_TN305_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-29_Seduta_21\\P2b_TN305_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-29_Seduta_21\\P2a_TN305_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-01-29_Seduta_21\\P2b_TN305_Grana.bmp""]",3,False,Nessun commento Profumo; Nessun commento Aroma; Nessun commento Texture; Nessun commento Spessore della Crosta,[],"[""Non equilibrato. Quasi poco sale""]",[],[],"[""Area centrale tendente allo stirato""]","[""Alone centrale rosato""]",[],,,,,,,,
TN323_2020-02-12,TN323,2020-02-12,2019,0,0,,,[],[],2,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Colore della Pasta,"[""Ben intenso""]",[],[],[],"[""Poca microcchiatura. Non penalizzo""]",[],"[""Diverso tra i due scalzi""]",,,,,,,,
TN302_2021-01-13,TN302,2021-01-13,2020,2,2,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P1_TN302_154_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P1_TN302_154_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_GRANA_B.bmp""]",5,False,Nessun commento Texture; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Vaniglia. Sentori molto buoni insieme ad altri non buoni""]","[""Pungente"", ""Anche se finale amarognolo""]","[""A proposito del profumo: intensità notevole, ma troppo strano per essere trentunenne. Abbassarsi il voto di 1 punto""]",[],"[""Occhi 1 o 2 mm"", ""A tratti grana non sviluppata"", ""Non granulosa"", ""Poco regolare la frattura""]",[],[],,,,,,,,
TN330_2020-10-09,TN330,2020-10-09,2020,0,0,,,[],[],6,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Aroma,"[""Buona intensità""]","[""Assente il dolce"", ""Piccante leggerissimo""]",[],"[""Compatto"", ""Molto equilibrato""]","[""Molte piccole fratture centrali e sotto un piatto"", ""Più fessure da 1 e 2 cm solo in prossimità di un piatto""]","[""Fascia di colore più chiaro"", ""Immatricolata conferisce quasi un colore rosato, ma solo pochi cm dopo la crosta. L'amore è spostato verso uno dei due piatti""]","[""2 brutti angoli"", ""Troppo negli angoli"", ""Colori diversi fra i piatti""]",,,,,,,,
TN305_2019-03-26,TN305,2019-03-26,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P2a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P2a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-26\\P2a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-26\\P2b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-26\\P2a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-26\\P2b_305_grana.bmp""]",7,False,,"[""formaggio stagionato, brodo, latte cotto, panna con inensità moderata"", ""intensità contenuta. su note lattee rinvengo anche un sentore floreale"", ""brodo vegetale"", ""leggero odore verdura lessa"", ""gradevole, equilibrato, latte cotto, burro fuso, fieno, brodo"", ""chiuso""]","[""acido inizialmente sovrastante, poi equilibrato"", ""leggero salato e piccante"", ""pungente di sale. umami. fors'anche dolce"", ""manca sale, leggermente amaro"", ""gusti abbastanza equilibrati e piccante leggero"", ""equilibrato, dolce sapido con umami medio, piccantezza contenuta, lieve nota rinfrescante"", ""amaro e piccante""]","[""crosta di formaggio, tostato, panna intensità leggero"", ""panna + animale"", ""crosta di formaggio"", ""prevalentemente lattico di burro fuso e burro cotto, gradevole nota animale di glutammato"", ""non del tutto positivo""]","[""solubilità da formaggio tendenzialmente grasso"", ""asciutto e fraibile tende ad impastare"", ""morbido, cede nettamente ai denti senza friabilità"", ""friabile, leggermente morbido, solubile, assenza di cristalli"", ""abbastanza cedevole, granuloso, microstruttura abbastanza grossolana, leggermente asciutto"", ""mediamente dura, granulosa, solubile,""]","[""Disomogenea Granulosa"", ""Frattura regolare in metà forma molti piccoli strappi uno centrale 6 cm l'altra metà bella grana"", ""Buona la frattura, ma spacco e dittatura centrale"", ""Leggermente stirato e presente una crepa al centro"", ""Frattura abbastanza regolare, struttura stirata con fessure, microocchiatura leggera e limitata"", ""Tendenzialmente stirata con evidente crepa"", ""Fessura grande e tante piccole grana tende fine""]","[""Disomogeneo più scuro da un lato"", ""Abbastanza carico Più chiaro sotto un piatto"", ""Giallo pieno in centro. Più chiaro altrove"", ""Giallo chiaro"", ""Giallo chiaro grigiastro ai lati, più carico in centro con alone rosati"", ""Più carico al centro con colorazione gialla carica"", ""Alone centrale""]","[""Media 10mm"", ""nella norma"", ""nella norma"", ""nella norma"", ""nella norma""]",7.385714285714286,7.085714285714286,7.094285714285713,6.922857142857143,6.771428571428571,6.914285714285714,7.5,
TN338_2019-02-20,TN338,2019-02-20,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P6a_338_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-02-20/P6a_338_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P6a_338_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P6b_338_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P6a_338_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-02-20\\P6b_338_grana.bmp""]",10,False,,"[""panna"", ""buona intensità. cotto e tostato. panna. burro sciolto"", ""brodo"", ""mela"", ""non percesco particolari odori"", ""lattico dominante, burro cotto, burro sciolto, poco intenso. brodo"", ""fermentazione percettibile, latte cotto e burro sciolto""]","[""piccante non persistente"", ""poco salato, abbastanza neutro"", ""equilibrato"", ""quasi insapore"", ""dolce medio, sapidità media, umami medio alto, piccantezza medio bassa, equilibrato"", ""leggermente sbilanciato il salato"", ""escuilibrato poco persistente""]","[""nella norma"", ""nella norma"", ""nella norma"", ""latte cotto e burro bruciato"", ""aroma non tipico del grana. un po' nostrano"", ""latticini freschi"", ""lattico di burro cotto, brodo, panna"", ""lattico cotto""]","[""morbido deformabile pochi cristalli poco solubile poco stagionato ?)"", ""morbido. tende a impastare. cristalli missing"", ""troppo pastoso"", ""piuttosto morbido, assenza di cristalli"", ""pastoso"", ""morbido, poco strutturato, da grana giovane"", ""poco dura, umida, poco solubile e poco granulosa"", ""nella norma"", ""bocca non pulita""]","[""Frattura regolare e grana fine ma con striature"", ""Disomogenea la struttura. Centro sx tende allo stirato. Centro dx migliore struttura. Ruotando la forma di 180° invertire sx con dx"", ""Frattura regolare leggermente striato"", ""Zone leggermente stirate"", ""Grana fine forse in parte leggero stirata"", ""Struttura granulosa, frattura abbastanza regolare, assenza di particolari difetti"", ""Frattura ok, grana poco profilata con andamenti striati, presenza di lieve occhiatura"", ""Stirata occhiatura Grana grossolana"", ""Regolare""]","[""Chiaro leggero alone"", ""Più carico al centro, di poco"", ""nella norma"", ""Giallo chiaro"", ""Più chiaro verso gli scalzi"", ""Non troppo carico e omogeneo"", ""Giallo paglierino uniforme"", ""Abbastanza omogeneo lievemente più carico al centro"", ""Tende a chiaro"", ""Omogeneo paglierino chiaro""]","[""nella norma"", ""nella norma"", ""Crosta molto fine con un po' di unghia 0,8 cm"", ""nella norma"", ""nella norma"", ""nella norma"", ""Frattura regolare molto granuloso""]",7.75,7.479999999999999,7.426,6.640000000000001,7.470000000000001,7.63,7.24,
TN306_2019-12-04,TN306,2019-12-04,2019,0,0,,,[],[],3,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Sapore; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,"[""Alcool etilico""]",[],"[""Leggermente da stalla ma non su tutti i pezzi""]","[""Senza grana""]",[],[],[],,,,,,,,
TN302_2021-03-31,TN302,2021-03-31,2020,0,0,,,[],[],5,True,Mancano immagini FETTA; Mancano immagini GRANA; Nessun commento Profumo; Nessun commento Aroma; Nessun commento Spessore della Crosta,[],"[""Scarno, non pieno"", ""Leggermente acre in gola""]",[],"[""Media solvibilità e friabilita""]","[""Sotto un piatto effetto a scaglie"", ""Stirata al centro"", ""Il centro è striato""]","[""Alone molto evidente arancio rosato"", ""Alone netto e concentrato al cuore""]",[],,,,,,,,
TN305_2019-03-20,TN305,2019-03-20,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-20/P3a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-20/P3a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-20\\P3a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-20\\P3b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-20\\P3a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-20\\P3b_305_grana.bmp""]",8,False,,"[""delicato e poco percettibile"", ""poco intenso, caramella mou, note di formaggio nostrano"", ""nella norma""]","[""amaro acido"", ""[REVIEW: punteggio alto senza commento]"", ""salatino"", ""un po' amaro, salato, umami -"", ""dolce sapido con buon umami e lieve piccantezza, equilibrato"", ""salato e pizzica troppo""]","[""nella norma"", ""tostati, erbe amare, lattico cotto, crosta di formaggio"", ""poco complesso con note di formaggio cotto e crosta di formaggio, forse un po passato""]","[""asciutto impasta poco solub"", ""nella norma"", ""nella norma"", ""struttura cedevole, molle e pastosa"", ""finale potrebbe essere più solubile"", ""granulosa, asciutta, solubile, dura, forse poco umida"", ""nella norma""]","[""Frattura irregolare"", ""nella norma"", ""Microocchitura"", ""Frattura non regolare ma struttura abbastanza omogenea"", ""Grana grossa"", ""Grossolana, non omogenea nel sottocrosta, avvallamento deciso creato alla rottura"", ""Frattura non bellissima ma grana ben struttura"", ""Bella Leggero occhiatura""]","[""Netto alone ad anello rosato"", ""Vistose aree con colorazione alterata"", ""Parte centrale vistosamente più scura"", ""Alone centrale bruno evidente"", ""Strisce rosa su alone centrale"", ""Difetto so"", ""Enorme striscia rosa e alone centrale scuro""]","[""8"", ""nella norma"", ""nella norma"", ""1 cm"", ""Meno di 10, più intenso sotto un piatto"", ""nella norma"", ""nella norma""]",7.3,7.3225,7.45,7.0825,6.8125,7.175,7.3375,
TN311_2020-02-19,TN311,2020-02-19,2019,2,2,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-19_Seduta_24/P5a_TN311_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-02-19_Seduta_24/P5a_TN311_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-19_Seduta_24\\P5a_TN311_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-19_Seduta_24\\P5b_TN311_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-19_Seduta_24\\P5a_TN311_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2019-2020_Trentingrana\\IV bimestre\\2020-02-19_Seduta_24\\P5b_TN311_Grana.bmp""]",2,False,Nessun commento Profumo; Nessun commento Texture; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta; Nessun commento Spessore della Crosta,[],"[""Amaro e acido dominano. Non dolce, non salato,non umami""]","[""Carne lessa""]",[],[],[],[],,,,,,,,
TN307_2019-03-26,TN307,2019-03-26,2018,2,2,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P3a_307_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-26/P3a_307_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-26\\P3a_307_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-26\\P3b_307_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-26\\P3a_307_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-03-26\\P3b_307_grana.bmp""]",7,False,,"[""latte cotto, fruta secca, formaggio stagionato intensità moderata"", ""brodo vegetale"", ""medio moderata intensità. Panna, latte intero, burro sciolto. poca crosta"", ""burro sciolto"", ""misto di brodo vegetale, stalla e ossidato piuttosto intenso"", ""note pungenti, tela bagnata, acqua ristagnante"", ""chiuso verdura cotta non del tutto positivo""]","[""equilibrato;ma tendente al piccante da formaggio pronto"", ""acido e leggermente piccante"", ""salato, amaro, piccante leggero"", ""dolce,"", ""piccante assente ma umami tende a coprire, punta di amaro"", ""marcatamente sapido con nota piccante eccessiva, lieve acidit'""]","[""tostato leggero, crosta formaggio"", ""latte cotto, tostato"", ""crosta, molto cotto e tostato"", ""note aromatiche poco caratteristiche, crosta di formaggio, formaggio cotto, tela bagnata, acqua stagnante, comunque presente nota lattica di buroo""]","[""attesa per un formaggio stagionato"", ""asciutto poco granuloso e pastoso poco solubile"", ""Benr friabile in una microstruttura fine, tende a liquefarsi nel finale di bocca. cristalli presenti"", ""friabile bilanciato"", ""morbida e cedevole, microstruttura sottile, solubile,"", ""cedevole, umida, poco granulosa""]","[""Grandiosa regolare"", ""Frattura abbastanza regolare e grana omogenea con cristalli su un lato leggera Microcchiature"", ""Frattura buona. Struttura granulosa molto regolare. Peccato la Microocchiatura su una porzione"", ""Frattura abbastanza regolare, microocchitura su un lato,grana fine"", ""Frattura abbastanza regolare, struttura aspetto granulosa leggera micro occhiatura diffusa ma rada"", ""Frattura non bellissima ma con grana abbastanza evidente se pur grossolana, piccola zona con micro occhiatura"", ""Grossolana occhiatura su un lato""]","[""Carico al centro"", ""Chiaro e unifirme"", ""Omogeneo chiaro"", ""Chiaro"", ""Giallo chiaro con leggere macchioline rosate"", ""Leggermente più carico al centro ma generalmente poco carico, presenza importante di grani di tirosina"", ""Tende al chiaro e all uniforme""]","[""Media 8mm"", ""nella norma"", ""Nella media"", ""Bella uniforme""]",6.982857142857143,6.554285714285713,6.845714285714286,7.051428571428572,7.828571428571428,7.942857142857143,7.5,
TN328_2022-02-16,TN328,2022-02-16,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-02-16_Seduta_17/P6a_TN328_738_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-02-16_Seduta_17/P6a_TN328_738_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-02-16_Seduta_17\\P6a_TN328_738_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-02-16_Seduta_17\\P6b_TN328_738_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-02-16_Seduta_17\\P6a_TN328_738_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-02-16_Seduta_17\\P6b_TN328_738_grana.bmp""]",3,False,Nessun commento Aroma; Nessun commento Texture; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta,"[""Cavolo, odori più evidenti all’apertura"", ""Sa di muffa bianca del camembert""]","[""Neutro""]",[],[],[],[],"[""Colore sottocrosta grigiastro""]",,,,,,,,
TN328_2020-11-25,TN328,2020-11-25,2020,2,2,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-11-25_Seduta_12/P5_TN328_182_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-11-25_Seduta_12/P5_TN328_182_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P5_TN328_182_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P5_TN328_182_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P5_TN328_182_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P5_TN328_182_GRANA_B.bmp""]",3,False,Nessun commento Aroma; Nessun commento Spessore della Crosta,"[""Tanta nanna, ma nota di formaggio non trentingrana""]","[""Non dolce""]",[],"[""Un po duro""]","[""A tratti quasi fine, ma in altri punti grana non sviluppata. 1 fessura solo""]","[""Alone centrale rosato e striscia rosa abbastanza marcata, sempre al centro""]",[],,,,,,,,
TN302_2022-06-15,TN302,2022-06-15,2021,2,2,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-15_Seduta_29/P1a_TN302_610_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-15_Seduta_29/P1a_TN302_610_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-15_Seduta_29\\P1a_TN302_610_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-15_Seduta_29\\P1b_TN302_610_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-15_Seduta_29\\P1a_TN302_610_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-15_Seduta_29\\P1b_TN302_610_Grana.bmp""]",1,False,Nessun commento Profumo; Nessun commento Sapore; Nessun commento Aroma; Nessun commento Texture; Nessun commento Struttura della Pasta; Nessun commento Colore della Pasta,[],[],[],[],[],[],"[""Colore di fondo scuro""]",,,,,,,,
