attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Aroma,Unnamed: 7,Profumo,Sapore,Texture,Struttura della Pasta,Colore della Pasta,Spessore della Crosta
Aroma,TN305_2019-01-23,,TN305,C0C,TG_13,2019-01-23,2019.0,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P2a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P2a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2b_305_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"7,00",,,,,,,
Aroma,TN305_2019-01-23,702.0,TN305,C0C,Q_02,2019-01-23,2019.0,OK,Il campione presenta un aroma rancido di intensità moderata.,rancido MODERATO,rancido MODERATO,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P2a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P2a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2b_305_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"6,52",,,,,,,
Aroma,TN305_2019-01-23,703.0,TN305,C0C,TG_19,2019-01-23,2019.0,OK,Si percepisce un aroma di brodo di carne.,brodo di carne,brodo di carne,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P2a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P2a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2b_305_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"7,54",,,,,,,
Aroma,TN305_2019-01-23,,TN305,C0C,TG_05,2019-01-23,2019.0,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P2a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P2a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2b_305_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"7,06",,,,,,,
Aroma,TN305_2019-01-23,,TN305,C0C,TG_04,2019-01-23,2019.0,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P2a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P2a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2b_305_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"7,96",,,,,,,
Aroma,TN305_2019-01-23,704.0,TN305,C0C,TG_11,2019-01-23,2019.0,OK,Ci sono sentori di brodo e burro cotto.,sentori di brodo e burro cotto,sentori di brodo e burro cotto,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P2a_305_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P2a_305_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2a_305_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2b_305_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2a_305_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P2b_305_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"7,00",,,,,,,
Aroma,TN310_2019-01-23,705.0,TN310,C0F,TG_20,2019-01-23,2019.0,OK,"Il campione presenta note di aroma fermentato, sporco, poco intenso e putrido.","fermentato, sporco, poco intenso, putrido","fermentato, sporco, scarico, putrido",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"5,02",,,,,,,
Aroma,TN310_2019-01-23,706.0,TN310,C0F,TG_14,2019-01-23,2019.0,OK,Il campione presenta note di aroma bruciato e crosta.,bruciato e crosta,bruciato e crosta,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"5,98",,,,,,,
Aroma,TN310_2019-01-23,,TN310,C0F,Q_09,2019-01-23,2019.0,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"7,90",,,,,,,
Aroma,TN310_2019-01-23,707.0,TN310,C0F,TG_26,2019-01-23,2019.0,OK,Il campione presenta un aroma tostato.,tostato,tostato,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"6,76",,,,,,,
Aroma,TN310_2019-01-23,,TN310,C0F,TG_13,2019-01-23,2019.0,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"6,70",,,,,,,
Aroma,TN310_2019-01-23,708.0,TN310,C0F,Q_02,2019-01-23,2019.0,OK,Il campione presenta note di verdura lessa forte e stantio forte.,"verdura lessa FORTE, stantio FORTE","verdura lessa FORTE, stantio FORTE",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"5,98",,,,,,,
Aroma,TN310_2019-01-23,709.0,TN310,C0F,TG_19,2019-01-23,2019.0,OK,Il campione presenta note di erbe amare.,erbe amare,erbe amare,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"6,28",,,,,,,
Aroma,TN310_2019-01-23,,TN310,C0F,TG_05,2019-01-23,2019.0,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"6,58",,,,,,,
Aroma,TN310_2019-01-23,710.0,TN310,C0F,TG_04,2019-01-23,2019.0,OK,"Il campione presenta una nota estranea al trentingrana, simile all'emmental o alla stalla.","gia' sentito all-olfatto. qui confermo nota estranea al trentingrana, simil/emmental forse o proprio alla sstalla","gia' sentito all-olfatto. qui confermo nota estranea al trentingrana, simil/emmental forse o proprio alla stalla",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"6,46",,,,,,,
Aroma,TN310_2019-01-23,711.0,TN310,C0F,TG_11,2019-01-23,2019.0,OK,Il campione presenta un aroma quasi neutro una volta svanito l'acido.,quasi neutro una volta svanito l-acido,quasi neutro una volta svanito l-acido,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"6,40",,,,,,,
Aroma,TN311_2019-01-23,712.0,TN311,C0G,TG_20,2019-01-23,2019.0,OK,"Il campione presenta note di burro fuso, panna fresca, panna acida, crosta di formaggio, con anche note poco caratteristiche e un lieve sentore di pozzo di poco intenso.","burro fuso, panna fresca, panna acida, crosta di formaggio, anche note poco caratteristiche, lieve sentore di pozzo di poco intenso","burro fuso, panna fresca, panna acida, crosta di formaggio, anche note poco caratteristiche, lieve sentore di pozzo di scarico",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"6,64",,,,,,,
Aroma,TN311_2019-01-23,713.0,TN311,C0G,TG_14,2019-01-23,2019.0,OK,"Il campione presenta un aroma di verdure lesse, brodo vegetale e formaggio cotto.","aroma di verdure lesse, brodo vegetale, formaggio cotto","aroma di verdure lesse, brodo vegetale, formaggio cotto",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"7,54",,,,,,,
Aroma,TN311_2019-01-23,714.0,TN311,C0G,Q_09,2019-01-23,2019.0,OK,Il campione presenta note di cotto e vegetale.,cotto e vegetale,cotto e vegetale,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"7,30",,,,,,,
Aroma,TN311_2019-01-23,715.0,TN311,C0G,TG_26,2019-01-23,2019.0,OK,Il campione presenta note di cotto e biscotto.,cotto biscotto,cotto biscotto,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"7,00",,,,,,,
Aroma,TN311_2019-01-23,716.0,TN311,C0G,TG_13,2019-01-23,2019.0,OK,Il campione presenta un aroma stantio.,stantio,stantio,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"5,98",,,,,,,
Aroma,TN311_2019-01-23,717.0,TN311,C0G,Q_02,2019-01-23,2019.0,OK,Il campione presenta note di animale di intensità moderata.,animale MODERATO;,animale MODERATO;,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"6,82",,,,,,,
Aroma,TN311_2019-01-23,718.0,TN311,C0G,TG_19,2019-01-23,2019.0,OK,"Il campione presenta note di lattici cotti, formaggio cotto e nocciola.","lattici cotti, formaggio cotto, nocciola","lattici cotti, formaggio cotto, nocciola",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"7,66",,,,,,,
Aroma,TN311_2019-01-23,,TN311,C0G,TG_05,2019-01-23,2019.0,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"6,88",,,,,,,
Aroma,TN311_2019-01-23,,TN311,C0G,TG_04,2019-01-23,2019.0,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"7,24",,,,,,,
Aroma,TN311_2019-01-23,719.0,TN311,C0G,TG_11,2019-01-23,2019.0,OK,Si sente nuovamente il brodo di carne.,brodo di carne,brodo di carne,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P4a_311_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4a_311_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P4b_311_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"6,58",,,,,,,
Aroma,TN319_2019-01-23,720.0,TN319,C0M,TG_20,2019-01-23,2019.0,OK,"Il campione presenta note tipiche di burro fuso e brodo, con note meno tipiche di confetto.",note tipiche di burro fuso e brodo con note meno tipiche di confetto,note tipiche di burro fuso e brodo con note meno tipiche di confetto,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P5a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-23/P5a_319_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P5a_319_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P5b_319_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P5a_319_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2019-01-23\\P5b_319_grana.bmp""]",,,,Commenti TOT_2018_Aroma.csv,"7,36",,,,,,,
