sample_id,anno,codice_caseificio,data_seduta,path_fetta_primaria,path_grana_primaria,caption,n_attributi_usati,n_panelisti,tokens_usati,timestamp_generazione
TN323_2018-12-05,2018,TN323,2018-12-05,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5a_323_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-12-05/P5a_323_grana.bmp,"Il profumo è complesso e intenso, con note di burro cotto, crosta e un accenno di muffa, accompagnato da sentori di latte cotto e tostatura. Il sapore si presenta pieno e equilibrato, con una leggera dolcezza e una percezione di amaro e umami, culminando in un finale leggermente piccante. L'aroma è ricco, con sentori di panna, burro e tostatura, arricchito da note fruttate fermentate. La texture è asciutta e presenta cristalli evidenti, risultando comunque morbida e friabile. La struttura della pasta mostra una microocchiatura centrale ruvida, con zone spugnose e una buona presenza di grana fine. Il colore della pasta è giallo chiaro, con sfumature rosate e macchie disomogenee. Lo spessore della crosta è disomogeneo, con una media di 11 mm.",7,11,1840,2026-03-09T17:49:53.037864
TN326_2021-02-17,2020,TN326,2021-02-17,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/V bimestre/2021-02-17_Seduta_22/P4_TN326_285_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/V bimestre/2021-02-17_Seduta_22/P4_TN326_285_GRANA_A.bmp,"Il profumo è poco intenso, con una nota di freschezza che si percepisce in modo discreto. Il sapore presenta una bassa intensità, ma risulta equilibrato, senza picchi marcati. La texture è fine e leggermente friabile, mentre la struttura della pasta si presenta con una microocchiatura ben distribuita. Il colore della pasta è paglierino ove chiaro.",3,2,944,2026-03-09T17:49:55.933451
TN306_2018-11-21,2018,TN306,2018-11-21,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-11-21/P3a_306_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-11-21/P3a_306_grana.bmp,"Il profumo è intenso, equilibrato e caratteristico del grana, con note di fungo e latticini freschi, accompagnato da un piacevole sentore di latte cotto. Il sapore si presenta leggermente acido e piccante, con una salinità marcata e una leggera amarezza, risultando nel complesso molto sapido. L'aroma rivela sentori di grana e fieno, con note fermentate e un accenno di tostato, sebbene alcuni panelisti abbiano notato un retrogusto di mandorla amara e brodo animale. La texture è asciutta e granulosa, con pochi cristalli, mentre la struttura della pasta mostra una ruvida microocchiatura centrale e una presenza di fessurazioni, con una grana grossolana e aree spugnose. Il colore della pasta è disomogeneo, con leggeri aloni rosa centrali e sfumature che variano dal giallo verde al giallo carico. Lo spessore della crosta è sottile, con una media di 8 mm.",7,10,1641,2026-03-09T17:50:00.850344
TN316_2019-09-25,2019,TN316,2019-09-25,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/I bimestre/2019-09-25_Seduta_04/P4a_TN316_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/I bimestre/2019-09-25_Seduta_04/P4a_TN316_Grana.bmp,"Il profumo è caratterizzato da una nota vegetale balsamica, ma con un'intensità bassissima che risulta troppo delicata. L'aroma presenta una leggera sfumatura di cipolla. La texture della pasta è ruvida, con molte fratture sia piccole sotto piatto che grandi centrali, e si presenta sfogliata, con una piccola area spagnola concentrata su uno scalzo. Il colore della pasta mostra molte macchie rosa che conferiscono una particolare fascia. Lo spessore della crosta è disomogeneo, con evidenti rosure.",5,7,1073,2026-03-09T17:50:03.929966
TN338_2019-09-25,2019,TN338,2019-09-25,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/I bimestre/2019-09-25_Seduta_04/P6a_TN338_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/I bimestre/2019-09-25_Seduta_04/P6a_TN338_Grana.bmp,"Il profumo è acre. Il sapore presenta una tendenza dolce prevalente con una leggera astringenza. La struttura della pasta è stirata nella zona centrale, ma si evidenzia un'assenza di grana.",3,3,904,2026-03-09T17:50:05.885675
TN305_2020-09-09,2020,TN305,2020-09-09,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/I bimestre/2020-09-09_Seduta_02/P2a_TN305_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/I bimestre/2020-09-09_Seduta_02/P2a_TN305_Grana.bmp,"Il profumo è intenso, con note di nostrano e un leggero latte cotto. Il sapore è solo leggermente pronunciato. La texture presenta un occhio centrale di 2 cm di diametro e risulta poco granulosa.",4,4,940,2026-03-09T17:50:07.751511
TN326_2021-02-03,2020,TN326,2021-02-03,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-02-03_Seduta_20/P6_TN326_231_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-02-03_Seduta_20/P6_TN326_231_GRANA_A.bmp,"Il profumo è inizialmente caratterizzato da un odore non gradevole, che però scompare rapidamente. Il sapore risulta salato e acido, con una sensazione allappante, presentando una media complessità. La texture è leggermente poco solubile e faticosa. La struttura della pasta mostra innumerevoli spacchi e piccolissime fessure sul lato destro. Il colore della pasta presenta un leggero alone arancio dato dalla crosta.",5,6,1049,2026-03-09T17:50:10.452931
TN304_2022-05-18,2021,TN304,2022-05-18,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-18_Seduta_26/P2a_TN304_234_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-18_Seduta_26/P2a_TN304_234_grana.bmp,"Il profumo è minerale, con sentori di roccia. Il sapore risulta amaro ma insipido, mentre l'aroma si presenta piuttosto debole. La texture è molto asciutta.",4,2,906,2026-03-09T17:50:12.158335
TN319_2020-12-18,2020,TN319,2020-12-18,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P3_TN319_637_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P3_TN319_637_GRANA_A.bmp,"Il profumo è assente. Il sapore risulta non dolce, con una nota di salinità eccessiva — difetto. L'aroma è poco piacevole e persistente. La texture ingrossa un pochetto, risultando molto compatta. La struttura della pasta presenta una parte centrale non strutturata. Il colore della pasta non è stato commentato. La crosta presenta un sottocrosta tendente al verde.",5,3,1001,2026-03-09T17:50:14.401983
TN314_2018-09-12,2018,TN314,2018-09-12,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P4a_314_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P4a_314_grana.bmp,"Il profumo è vegetale balsamico con note di brodo vegetale e burro fuso, accompagnato da sentori di latte cotto e un leggero sottobosco tostato. Il sapore tende all'amaro, con una leggera salinità e piccantezza, mentre prevale un'acidità equilibrata. L'aroma richiama la panna nostrana e il cotto, con una nota di siero. La texture è compatta e poco solubile, con una certa morbidezza e presenza di cristalli, risultando gommosa. La struttura della pasta è stirata, con frattura omogenea e una certa ruvidità che si perde verso il centro. Il colore della pasta è decisamente carico, con tonalità gialle sature e omogenee. Lo spessore della crosta è medio, variando tra 10 e 13 mm.",7,8,1540,2026-03-09T17:50:18.852318
TN305_2022-06-22,2021,TN305,2022-06-22,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-22_Seduta_30/P2a_TN305_727_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-22_Seduta_30/P2a_TN305_727_Grana.bmp,La texture è ingozza. La struttura della pasta presenta una consistenza scagliosa sotto un piatto. Lo spessore della crosta è caratterizzato da un colore di fondo carico.,3,2,887,2026-03-09T17:50:20.367032
TN338_2021-02-10,2020,TN338,2021-02-10,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-02-10_Seduta_21/P6_TN338_211_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-02-10_Seduta_21/P6_TN338_211_GRANA_A.bmp,"Il profumo è intenso, con note di sedano e frutta come mela e pesca, anche se alcuni lo trovano eccessivamente vegetale cotto. Il sapore risulta acido su tutta la gamma. La texture è percepita come strana. La struttura della pasta presenta una frattura irregolare, con una pasta molto legata e compatta; il cuore si differenzia dalla periferia, mostrando una buona presenza di grana, anche se si nota una certa irregolarità. Il colore della pasta presenta un alone leggero.",5,3,1060,2026-03-09T17:50:23.281146
TN307_2022-06-22,2021,TN307,2022-06-22,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-22_Seduta_30/P3a_TN307_911_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-22_Seduta_30/P3a_TN307_911_Grana.bmp,"Il sapore è disturbante. La struttura della pasta si presenta ottima al centro, ma risulta diversa in periferia, con una consistenza ruvida e una sensazione di falsamente granulosa, impaccata. Il colore della pasta è bianco pallido con un alone.",3,4,935,2026-03-09T17:50:25.465849
TN330_2020-12-02,2020,TN330,2020-12-02,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-02_Seduta_13/P6_TN330_126_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-02_Seduta_13/P6_TN330_126_GRANA_A.bmp,"Il profumo è caratterizzato da una nota di alcool. Il sapore risulta bruciante e presenta una componente umana, risultando eccessivo. La texture si presenta con piccole fessure sotto un piatto e una bella microocchiatura, ma evidenzia anche fessure.",4,4,968,2026-03-09T17:50:27.607218
TN302_2020-12-09,2020,TN302,2020-12-09,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P1_TN302_390_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P1_TN302_390_GRANA_A.bmp,"Il profumo è caratterizzato da note di yogurt alla frutta. Il sapore si presenta con una leggera piccantezza e una nota sapida. L'aroma è lievemente percepibile. La texture ingozza nel finale, mostrando una bella struttura. La struttura della pasta è descritta come disidratata, soprattutto nei piatti. Il colore della pasta non è proprio paglierino.",6,3,1018,2026-03-09T17:50:30.001315
TN314_2020-12-02,2020,TN314,2020-12-02,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-02_Seduta_13/P4_TN314_713_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-02_Seduta_13/P4_TN314_713_GRANA_A.bmp,"Il profumo è caratterizzato da un'intensità moderata. Il sapore si presenta non dolce, con salato e amaro che spiccano leggermente. La struttura della pasta mostra microocchiature in striscia sottile, ma presenta anche spacchi e fessure su una parte della forma, compromettendo una struttura che altrimenti sarebbe buona, evidenziando segni di disidratazione e qualche fessura.",3,3,992,2026-03-09T17:50:32.387860
TN319_2019-01-16,2018,TN319,2019-01-16,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-01-16/P4a_319_grana.bmp,"Il profumo è poco intenso e monotono, con note di brodo di carne, burro e panna, accompagnate da un leggero tostato. Il sapore presenta una sapidità contenuta e un umami marcato, con un equilibrio che tende verso una leggera nota piccante e un finale amaro. L'aroma è poco caratteristico, con sentori vegetali e di brodo di carne, e una predominanza di latte cotto e burro fuso. La texture è quasi gommosa, poco granulosa ma solubile, con una presenza di cristalli e una certa pastosità. La struttura della pasta è stirata, con microocchiature e fratture arrotondate. Il colore della pasta è carico, con tonalità grigiastre e macchie rosa non piccole. Lo spessore della crosta è variabile, con una parte molto sottile nei piatti e più spessa sugli scalzi.",7,11,2017,2026-03-09T17:50:37.052556
TN316_2020-09-16,2020,TN316,2020-09-16,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/I bimestre/2020-09-16_Seduta_03/P4a_TN316_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/I bimestre/2020-09-16_Seduta_03/P4a_TN316_Grana.bmp,"Il profumo è di media intensità, con una leggera nota di stalla che potrebbe risultare poco gradevole. La texture è caratterizzata da un certo grado di grossolanità, con uno strappo centrale di 5 cm e una fessura leggera di 1 cm, accompagnata da una piccola fessura di 4 cm. La struttura della pasta presenta un alone centrale, evidenziando una certa irregolarità. Gli angoli della crosta sono buoni.",3,5,1003,2026-03-09T17:50:39.753101
TN328_2021-01-13,2020,TN328,2021-01-13,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P5_TN328_444_FETTA_B.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P5_TN328_444_GRANA_A.bmp,"Il profumo è elegante, con note di vaniglia, burro cotto e un accenno di cioccolata e lievito. Il sapore si presenta pieno, mentre la texture è compatta. Il colore della pasta è caratterizzato da un alone appena più carico.",4,5,946,2026-03-09T17:50:42.054570
TN313_2021-01-20,2020,TN313,2021-01-20,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-20_Seduta_18/P5_TN313_419_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-20_Seduta_18/P5_TN313_419_GRANA_A.bmp,"Il profumo è di media intensità, con un sentore anomalo di nostrano e un impatto iniziale non molto buono. Il sapore risulta caratterizzato da note di nostrano, ma presenta un'amarezza eccessiva — difetto, accompagnata da una sensazione grassa. La struttura della pasta mostra una microocchiatura di 1 o 2 mm molto fitta al centro, con fessure e grappoli di occhi.",3,5,991,2026-03-09T17:50:44.505506
TN306_2018-09-12,2018,TN306,2018-09-12,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_grana.bmp,"Il profumo è buono, con note di latte cotto, burro e sentori vegetali, accompagnati da un leggero tocco di cotto e fermentato. Il sapore si presenta equilibrato, con una punta di acido e una nota dolce finale, sebbene alcuni panelisti abbiano riscontrato un amarognolo e una carenza di salato. L'aroma, simile al profumo, rivela sentori di cotto e burro, mentre in bocca emergono note amare. La texture è eccellente, con una consistenza granulosa e solubile, ben friabile e con cristalli evidenti. La struttura della pasta è grandiosa, con una frattura regolare e granulosa, più fine al centro. Il colore della pasta è leggermente carico, tendente al paglierino, con una presenza omogenea di cristalli bianchi. Lo spessore della crosta è nella norma, definita e omogenea, con una media di 9 mm.",7,8,1604,2026-03-09T17:50:48.549849
TN313_2018-09-26,2018,TN313,2018-09-26,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-26/P5a_313_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-26/P5a_313_grana.bmp,"Il profumo è intenso e complesso, con note di crosta di formaggio e frutta fermentata, ma non particolarmente equilibrato; si percepiscono anche sentori di latte acido e insilato di mais, accompagnati da un odore salato. Il sapore risulta salato e piccante, con una punta di amaro, ma presenta sapori un po' slegati e una piccantezza eccessiva — difetto. L'aroma in bocca è gradevole, richiamando note di formaggio cotto e crosta, ma con una componente non piacevole. La texture è granulosa, solubile e mediamente asciutta, con cristalli evidenti e una certa durezza, anche se potrebbe risultare più solubile. La struttura della pasta mostra una frattura molto irregolare e disomogenea, con presenza di microocchiature e spaccature. Il colore della pasta è giallo paglierino chiaro, tendente al rosato, con una certa omogeneità. Lo spessore della crosta è medio, con una marcatura evidente sugli angoli.",7,12,1913,2026-03-09T17:50:54.208179
TN311_2020-12-09,2020,TN311,2020-12-09,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P3_TN311_554_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P3_TN311_554_GRANA_A.bmp,"Il profumo è caratterizzato da una nota di kiwi. Il sapore presenta una nota citrica e un accenno di cioccolata, creando un equilibrio interessante. La texture è leggermente tenera, ma mantiene una bella struttura. La struttura della pasta presenta una frattura, che ne limita la perfezione.",4,3,945,2026-03-09T17:50:56.385587
TN323_2020-01-29,2019,TN323,2020-01-29,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-29_Seduta_21/P5a_TN323_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/IV bimestre/2020-01-29_Seduta_21/P5a_TN323_Grana.bmp,"Il profumo è caratterizzato da sentori tostati e cotti. Il sapore risulta poco umano e salato, mentre l'aroma presenta un glutammato dominante. La texture è ingozza, con una struttura della pasta che mostra una frattura radiale diffusa al centro e una parte spugnosa vicino alla fessura, accompagnata da una consistenza stirata vicino al taglio. Il colore della pasta non è paglierino.",6,4,1037,2026-03-09T17:50:59.717976
TN314_2019-11-20,2019,TN314,2019-11-20,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P2a_TN314_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2019-2020_Trentingrana/III bimestre/2019-11-20_Seduta_12/P2a_TN314_Grana.bmp,"Il profumo è caratterizzato da una leggera nota che ricorda il gorgonzola, sebbene non penalizzabile. L'aroma presenta un richiamo al provolone o nostrano, con una leggera piccantezza. La texture è solubile, mentre la struttura della pasta risulta ruvida.",4,2,940,2026-03-09T17:51:01.938041
TN306_2020-12-02,2020,TN306,2020-12-02,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-02_Seduta_13/P1_TN306_159_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-02_Seduta_13/P1_TN306_159_GRANA_A.bmp,"Il profumo è elegante, con una nota di kiwi. Il sapore risulta equilibrato, con anche accenni dolci. La texture è scarsa. La struttura della pasta presenta aree verdi e grigie, sebbene limitate.",4,3,938,2026-03-09T17:51:04.029800
TN311_2021-11-17,2021,TN311,2021-11-17,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-11-17_Seduta_07/P3a_TN311_215_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-11-17_Seduta_07/P3a_TN311_215_Grana.bmp,"Il profumo è caratterizzato da note di burro sciolto. Il sapore presenta una leggera piccantezza, mentre l'aroma è descritto come burroso. La texture risulta molto umida. La pasta si presenta con una struttura slegata. Il colore della pasta è di un tono salmone.",3,3,923,2026-03-09T17:51:06.069476
TN323_2020-11-04,2020,TN323,2020-11-04,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P5A_TN323_198_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P5A_TN323_198_grana.bmp,"Il profumo è caratterizzato da una leggera nota di stalla, percepita solo al primo impatto. La texture risulta leggermente sabbiosa, mentre la struttura della pasta presenta una grana non sviluppata in un quinto della sezione. Il colore della pasta è descritto come molto bello, con un alone leggerissimo.",4,3,954,2026-03-09T17:51:08.097646
TN319_2022-06-22,2021,TN319,2022-06-22,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-22_Seduta_30/P4a_TN319_476_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-22_Seduta_30/P4a_TN319_476_Grana.bmp,"Il profumo è assente di note tipiche del grana. Il sapore risulta piatto, senza particolari sfumature. L'aroma è caratterizzato da una presunta struttura stirata, ma complessivamente si presenta anch'esso piatto.",3,2,904,2026-03-09T17:51:10.008543
TN310_2018-09-12,2018,TN310,2018-09-12,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P3a_310_grana.bmp,"Il profumo è leggermente anomalo, con note di formaggio grigliato e tostato, panna, latte cotto e burro fuso, accompagnato da un accenno fruttato di ananas e un fermentato deciso e dolciastro. Il sapore risulta salato, con una leggera presenza di umami, ma presenta anche un amaro e un'acidità che compromettono la rotondità e la pienezza, lasciando una persistenza non positiva. L'aroma è complesso, con una nota di tostato persistente e sentori di latte cotto e animale, sebbene non tipico del grana. La texture è granuolosa e asciutta, con cristalli percepibili, mentre la struttura della pasta appare granulosa e non omogenea, con fratture non ottimali e zone stirate. Il colore della pasta è carico, non omogeneo, con toni grigiasti e rosati, e presenta un'intensità maggiore al centro. Lo spessore della crosta è abbastanza omogeneo, con misure variabili intorno ai 10-12 mm.",7,8,1628,2026-03-09T17:51:15.624251
TN323_2021-11-24,2021,TN323,2021-11-24,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-11-24_Seduta_08/P3a_TN323_541_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2021-11-24_Seduta_08/P3a_TN323_541_Grana.bmp,"Il profumo è caratterizzato da note delicate e fresche, con una leggera intensità. Il sapore si presenta equilibrato, con una leggera piccantezza che arricchisce l'esperienza gustativa. L'aroma è di polvere, conferendo una sensazione di rusticità. La texture è friabile, mentre la struttura della pasta mostra una microocchiatura veramente minima, quasi inesistente. Il colore della pasta non è proprio paglierino.",3,2,948,2026-03-09T17:51:18.170933
TN306_2019-03-13,2018,TN306,2019-03-13,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-13/P2a_306_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2019-03-13/P2a_306_grana.bmp,"Il profumo è moderato, con note di latte UHT, burro sciolto e lievi accenni di cavolfiore, accompagnato da un bouquet di lattici cotti e fermentato vegetale. Il sapore risulta salato, con una leggera piccantezza e un accenno di amaro, ma poco bilanciato, mentre l'aroma si presenta con note di panna e burro fuso, pur mostrando una certa complessità lattica. La texture è friabile, con cristalli, ma lascia un residuo sabbioso al palato, evidenziando una consistenza poco solubile. La struttura della pasta mostra una grana grossolana e una frattura regolare, ma asciutta in alcuni punti, mentre il colore della pasta è carico, con un evidente alone centrale. Lo spessore della crosta è piuttosto spesso, con variazioni tra le diverse facce.",7,11,1909,2026-03-09T17:51:23.225185
TN326_2018-10-03,2018,TN326,2018-10-03,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P5a_326_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-10-03/P5a_326_grana.bmp,"Il profumo è mediamente intenso, con note lattiche che si intrecciano a sentori floreali e vegetali di paglia, accompagnati da leggere sfumature tostate e di frutta fermentata. Il sapore presenta un equilibrio tra salato e dolce, con una debole piccantezza e un finale leggermente amaro, risultando a tratti acido e persistente. L'aroma, mediamente intenso, richiama il formaggio cotto e la crosta, con accenni di burro e fermentato, sebbene non risulti tipico del grana. La texture è granulosa e solubile, con una leggera sabbiosità in chiusura, mostrando anche caratteristiche pastose e adesive. La struttura della pasta si presenta non omogenea, con fratture e microocchiature, e una leggera stiratura. Il colore della pasta è disomogeneo, con macchie rosa e un alone centrale più scuro. Lo spessore della crosta è ben definito, con spigoli di circa 15 mm e una parte scalza di 7 mm, risultando sottile e fine nel complesso.",7,11,1899,2026-03-09T17:51:28.533492
TN302_2022-04-06,2021,TN302,2022-04-06,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-04-06_Seduta_23/P1a_TN302_756_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-04-06_Seduta_23/P1a_TN302_756_grana.bmp,Il profumo è assente. Il sapore è bruciante — difetto. La texture presenta scagliette e non granuli. La struttura della pasta mostra microfratture diffuse.,4,4,911,2026-03-09T17:51:30.189633
TN302_2020-12-18,2020,TN302,2020-12-18,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P1_TN302_275_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P1_TN302_275_GRANA_A.bmp,"Il profumo è pungente, con note di polvere e una leggera sensazione di bruciato. Il sapore risulta eccessivamente salato, con un accenno di sapidità che non riesce a bilanciare la predominanza del sale. La struttura della pasta presenta molte piccole fratture, evidenziando una certa fragilità. Il colore della pasta è chiaro, non raggiungendo la tonalità paglierina tipica. Lo spessore della crosta è superiore a 1 cm.",5,4,1028,2026-03-09T17:51:33.318968
TN302_2020-10-21,2020,TN302,2020-10-21,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-10-21_Seduta_08/P1A_TN302_546_FETTA.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-10-21_Seduta_08/P1A_TN302_546_GRANA.bmp,"Il profumo è pungente, con note di polvere e una percezione di troppa crosta. Il sapore risulta molto squilibrato e troppo salato. L'aroma presenta una nota di sapone. La texture non evidenzia cristalli molto grossi o perle.",4,3,950,2026-03-09T17:51:35.396668
TN305_2020-10-28,2020,TN305,2020-10-28,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-10-28_Seduta_09/P2A_TN305_852_FETTA.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-10-28_Seduta_09/P2A_TN305_852_GRANA.bmp,"Il profumo è caratterizzato da una sfumatura non gradevole. Il sapore è dominato da una nota acida. L'aroma richiama il sapone. La texture è ingozzante. La struttura della pasta presenta un occhio centrale visibile, con leggere striature e microocchiature, una frattura e un occhio di calore di 5 mm al centro, circondato da una zona spugnosa, oltre a un occhio di quasi 1 cm. Il colore della pasta mostra un alone rosato localizzato al centro, con una macchia centrale marroncina, tonalità rosa e nocciola nel centro e una grossa macchia scura irregolare. Lo spessore della crosta è fine.",7,6,1182,2026-03-09T17:51:39.728500
TN330_2020-09-23,2020,TN330,2020-09-23,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/I bimestre/2020-09-23_Seduta_04/P6a_TN330_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/I bimestre/2020-09-23_Seduta_04/P6a_TN330_Grana.bmp,"Il profumo è caratterizzato da una discreta intensità, con note leggermente fermentate e una percezione della crosta in senso positivo. Il sapore risulta deciso ed equilibrato, ma presenta anche una nota di eccesso di sale — difetto. L'aroma richiama la paglia, mentre la texture è molto asciutta, quasi secca. La struttura della pasta si presenta ruvida.",6,7,1037,2026-03-09T17:51:42.343236
