id,classe,caption,commento_raw,commento_prenorm,anno,prodotto,panelista
422,OK,"Il campione mostra una texture granulosa e solubile, con umidità conforme e leggera sabbiosità in chiusura.","granulosa, solubile, umidita ok, leggera sabbiosit' in chiusura","granulosa, solubile, umidita ok, leggera sabbiosit' in chiusura",2018,C0O,TG_20
423,FUORI_ATTRIBUTO,La consistenza è pastosa.,pastoso,pastoso,2018,C0O,TG_19
424,OK,"Il campione è asciutto, ma impasta e lascia un residuo in bocca.",asciutto poi impasta e lascia residuo in bocca,asciutto poi impasta e lascia residuo in bocca,2018,C0O,Q_09
425,OK,Il campione presenta una pasta pastosa e adesiva.,"pastoso, adesivo","pastoso, adesivo",2018,C0O,TG_13
426,OK,Il campione è umido e adesivo.,"umido, adesivo","umido, adesivo",2018,C0O,TG_15
427,OK,"Il campione è asciutto, con pochi granuli.","asciutto asciutto, pochi granuli","asciutto asciutto, pochi granuli",2018,C0O,TG_24
428,OK,"Il campione ha una friabilità non perfetta, è un po' plastico e morbido.","friabilit' non perfetta. un pochetto plastico, morbido","friabilit' non perfetta. un pochetto plastico, morbido",2018,C0O,TG_04
429,OK,"Il campione è duro, asciutto, con cristalli ben percepibili e non molto solubile.","duro, asciutto, cristalli ben percepibili, non molto solubile.","duro, asciutto, cristalli ben percepibili, non molto solubile.",2018,C0O,TG_14
430,OK,"Il campione è cedevole, poco granuloso, umido e quasi adesivo.","cedevole, poco granulosa, umida, quasi adesiva","cedevole, poco granulosa, umida, quasi adesiva",2018,C0Q,TG_20
431,OK,"Il campione è compatto, molto solubile ma non friabile, con poca grana.","Compatto, molto solubile ma non friabile, poca grana","Compatto, molto solubile ma non friabile, poca grana",2018,C0Q,TG_19
432,OK,"Il campione è morbido, asciutto e presenta poca grana.",morbido asciutto poca grana,morbido asciutto poca grana,2018,C0Q,Q_09
433,OK,Il campione è adesivo.,adesivo,adesivo,2018,C0Q,TG_15
434,OK,"Il campione è molto morbido, con umidità e pastosità molto buone, e pochi granuli.","molto morbido .. umidit' e pastosita molto buone, pochi granuli","molto morbido .. umidit' e pastosita molto buone, pochi granuli",2018,C0Q,TG_24
435,OK,Il campione è leggermente umido e presenta cristalli.,leggermente umido ma con cristalli,leggermente umido ma con cristalli,2018,C0Q,TG_11
436,OK,"Il campione è umido e, a fine bocca, fondente.","umido, a fine bocca fondente","umido, a fine bocca fondente",2018,C0Q,TG_04
437,OK,"Il campione è umido, morbido e solubile.","umida , morbida, solubile","umida , morbida, solubile",2018,C0Q,TG_14
438,OK,"Il campione è tendenzialmente umido e cedevole, con poca granulosa.","tendenzialmente umida e cedevole, poco granulosa","tendenzialmente umida e cedevole, poco granulosa",2018,C0A,TG_20
439,OK,"Il campione è umido e pastoso, con assenza di granuli.",umido e pastoso. assenza di granuli,umido e pastoso. assenza di granuli,2018,C0A,TG_11
440,OK,Il campione presenta una struttura non presente e si impasta.,"struttura non presente, si impasta","struttura non presente, si impasta",2018,C0A,TG_08
441,OK,Il campione presenta una pasta pastosa con granuli e cristalli ben sviluppati.,pastoso con granuli e cristalli,pastoso con granuli e cristalli,2018,C0A,Q_09
442,OK,"Il campione presenta una consistenza pastosa, che conferisce una sensazione di morbidezza al palato.",pastoso,pastoso,2018,C0A,TG_12
443,OK,Il campione mostra un buon equilibrio tra umidità e friabilità.,"buona, con equilibrio tra umidit' e friabilit'","buona, con equilibrio tra umidit' e friabilit'",2018,C0A,TG_24
444,OK,"Il campione impasta la bocca, risultando morbido e fondente.","impasta la bocca. morbido, e fondente","impasta la bocca. morbido, e fondente",2018,C0A,TG_04
445,FUORI_ATTRIBUTO,"È umido, pastoso, non friabile e non solubile, con pezzi molto diversi tra loro.","umido, pastoso, non friabile, non solubile / molto diversi i pezzi fra loro","umido, pastoso, non friabile, non solubile / molto diversi i pezzi fra loro",2018,C0A,TG_19
446,OK,"Il campione è morbido, umido, con una microstruttura sottile e solubile.","morbido, umido, microstruttura sottile, solubile","morbido, umido, microstruttura sottile, solubile",2018,C0A,TG_14
447,OK,"Il campione è umido, cedevole e poco solubile.","umido, cedevole, poco solubile","umido, cedevole, poco solubile",2018,C0E,TG_20
448,OK,Il campione è pastoso con poca grana e qualche cristallo.,pastoso poca grana qualche cristallo,pastoso poca grana qualche cristallo,2018,C0E,Q_09
449,OK,"Il campione è pastoso e burroso, con una buona presenza di granuli.","patoso e burroso/unto, bei granuli","patoso e burroso/unto, bei granuli",2018,C0E,TG_24
450,OK,"Il campione è morbido, ma presenta una leggera friabilità.","morbido, ma friabile quel minimo","morbido, ma friabile quel minimo",2018,C0E,TG_04
451,OK,"Il campione è compatto, non troppo friabile, con una grana fresca.","compatto non troppo friabile, da grana fresco","compatto non troppo friabile, da grana fresco",2018,C0E,TG_19
452,OK,"Il campione è abbastanza morbido, sottile, leggermente asciutto e solubile.","abbastanza morbida, sottile, leggermente asciutta, solubile","abbastanza morbida, sottile, leggermente asciutta, solubile",2018,C0E,TG_14
453,CONFORME,"Il formaggio si attesta su un livello medio di qualità, conforme alle aspettative.",nella media,nella media,2018,C0F,TG_20
454,OK,Il campione risulta molto secco.,molto secco,molto secco,2018,C0F,TG_11
455,OK,Il campione presenta una buona grana e una presenza di microcristalli.,"buona la grana, presnza di microcristalli","buona la grana, presnza di microcristalli",2018,C0F,TG_08
456,OK,"Il campione è asciutto e granuloso, con cristalli che lasciano residuo in bocca.",asciutto granuloso con crist lascia residuo in bocca,asciutto granuloso con crist lascia residuo in bocca,2018,C0F,Q_09
457,OK,"Il campione presenta molti granuli, con umidità circa OK.","molti granuli, umidit' circa OK","molti granuli, umidit' circa OK",2018,C0F,TG_24
458,OK,Il campione è solo un pochetto asciutto nel finale in bocca.,solo un pochetto asciutto nel fine bocca,solo un pochetto asciutto nel fine bocca,2018,C0F,TG_04
459,OK,Il campione presenta una sensazione sabbiosa.,sabbioso,sabbioso,2018,C0F,TG_19
460,OK,"Il campione è duro, poco solubile, moderatamente umido, con una microstruttura piuttosto grossolana.","duro, poco solubile, moderatametne umido, microstruttura piuttosto grossolana","duro, poco solubile, moderatametne umido, microstruttura piuttosto grossolana",2018,C0F,TG_14
461,CONFORME,"Il campione è giudicato buono, rispettando i criteri di conformità richiesti.",buona,buona,2018,C0H,TG_20
462,FUORI_ATTRIBUTO,La consistenza è farinoso.,farinoso,farinososo,2018,C0H,TG_11
463,FUORI_ATTRIBUTO,"È asciutto e granuloso, con cristalli e ben solubile.",ascoiutto e granuloso cristalli e ben solub,ascoiutto e granuloso cristalli e ben solub,2018,C0H,Q_09
464,FUORI_ATTRIBUTO,È asciutto e ha poca solubilità.,"asciutto, poca solubilit'","asciutto, poca solubilit'",2018,C0H,TG_24
465,OK,"Il campione è friabile e presenta una buona microstruttura con qualche microcristallo, senza essere asciutto.","Friabile, non asciutto. qulache microcristallo. buona microstruttura","Friabile, non asciutto. qulache microcristallo. buona microstruttura",2018,C0H,TG_04
466,OK,"Il campione presenta una leggera sabbiosità finale, che influisce sulla texture.",peccato per la leggera sabbiosita finale,peccato per la leggera sabbiosita finale,2018,C0H,TG_19
467,OK,"Il campione è duro con grana fine, solubile e presenta pochi cristalli.","duro, grana fine, solubile, pochi critalli","duro, grana fine, solubile, pochi critalli",2018,C0H,TG_14
468,OK,Il campione è granuloso ma presenta una leggera cedevolezza.,granulosa ma un po legata,granulosa ma un po legata,2018,C0M,TG_20
469,OK,"Il campione è leggermente farinoso, con una texture che tende a essere granulosa.",leggermente farinoso,leggermente farinososo,2018,C0M,TG_11
470,OK,"Il campione è morbido e poco granuloso, con qualche cristallo poco solubile.",morbido poco granuloso qualche cris poco sol,morbido poco granuloso qualche cris poco sol,2018,C0M,Q_09
471,FUORI_ATTRIBUTO,Ha una consistenza gommoso.,legg gommoso,legg gommoso,2018,C0M,TG_12
472,OK,Il campione è troppo pastoso e non presenta solubilità.,troppo pastoso.....non solubile,troppo pastoso.....non solubile,2018,C0M,TG_24
473,OK,"Il campione è immaturo, non friabile e non particolarmente umido, con microstruttura grossolana.",immaturo. non friabile ma non particolarmente umido. microstruttura grossolana,immaturo. non friabile ma non particolarmente umido. microstruttura grossolana,2018,C0M,TG_04
474,OK,"Il campione è molto compatto, non friabile, privo di cristalli e poco solubile, risultando non caratteristico.","molto compatto, non friabile, no cristalli, poco solubile, non caratteristico","molto compatto, non friabile, no cristalli, poco solubile, non caratteristico",2018,C0M,TG_19
475,OK,"Il campione è moderatamente duro, asciutto, con microstruttura fine, solubile e presenta pochi cristalli.","moderatamente duro, asciutto, microstruttura fine, solubile, pochi cristalli","moderatamente duro, asciutto, microstruttura fine, solubile, pochi cristalli",2018,C0M,TG_14
476,OK,"Il campione è mediamente asciutto, granuloso e solubile.","mediamente asciutta, granulosa, solubile","mediamente asciutta, granulosa, solubile",2018,C0Q,TG_20
477,OK,Il campione è asciutto e presenta una texture granulosa con cristalli.,asciutto granuloso cristalli,asciutto granuloso cristalli,2018,C0Q,Q_09
478,FUORI_ATTRIBUTO,È molto morbido.,morbido morbido... troppo,morbido morbido... troppo,2018,C0Q,TG_24
479,FUORI_ATTRIBUTO,La pasta è eccessivamente umida.,pasta eccessivamente umida,pasta eccessivamente umida,2018,C0Q,TG_35
480,OK,"Il campione è friabile ma umido, con struttura fine e morbidezza, risultando non pastoso.","friabile ma umido. struttura fine , morbido. non pastoso","friabile ma umido. struttura fine , morbido. non pastoso",2018,C0Q,TG_04
481,OK,"Il formaggio mostra una buona presenza di cristalli di tirosina, che arricchiscono la sua texture.",buona presenza di tirosina,buona presenza di tirosina,2018,C0Q,Q_02
482,FUORI_ATTRIBUTO,"È buono, ma ha una sensazione di sabbia finale.","bene, peccato per sensazione di sabbia finale","bene, peccato per sensazione di sabbia finale",2018,C0Q,TG_19
483,OK,"Il campione è morbido, abbastanza asciutto, con una grana fine e cristalli percepibili.","morbido, abbastanza asciutto, grana fine, solubuile, critalli percepibili","morbido, abbastanza asciutto, grana fine, solubuile, critalli percepibili",2018,C0Q,TG_14
484,OK,Il campione è morbido e presenta molti cristalli.,"morbido, molti cristalli","morbido, molti cristalli",2018,C0B,TG_14
485,FUORI_ATTRIBUTO,Presenta una scarsa microstruttura e mancanza di cristalli.,scarsa microstruttura e mancanza cristalli,scarsa microstruttura e mancanza cristalli,2018,C0B,TG_08
486,OK,Il campione risulta troppo friabile e asciutto.,"troppo friabile, asciutto...","troppo friabile, asciutto...",2018,C0B,TG_24
487,OK,Il campione presenta cristalli evidenti e una texture granulosa.,granuloso cristalli evidenti solub,granuloso cristalli evidenti solub,2018,C0B,Q_09
488,OK,"Il campione è leggermente asciutto, ma mantiene una buona consistenza generale.",legg asciutto,legg asciutto,2018,C0B,TG_12
489,OK,Il campione presenta molti grani di tirosina.,molti grani di tirosina,molti grani di tirosina,2018,C0B,Q_02
490,OK,"Il campione è estremamente friabile, con una struttura fine e quasi asciutta.","estremamente friabile, struttura fine. quasi asciutto","estremamente friabile, struttura fine. quasi asciutto",2018,C0B,TG_04
491,OK,Il campione presenta una leggera sabbiosità finale.,leggera sabbiosità finale,leggera sabbiosità finale,2018,C0B,TG_19
492,FUORI_ATTRIBUTO,È granulosa.,granulosa,granulosa,2018,C0B,TG_15
493,OK,"Il campione è morbido, pastoso, con una grana molto fine e solubile.","morbido, pastoso, grana molto fine e solubuile","morbido, pastoso, grana molto fine e solubuile",2018,C0D,TG_14
494,OK,"Il campione presenta una media struttura con granuli, è pastoso e ha poca umidità, risultando discreto.","media stuttura con granuli e pastoso/poca umidit', ma discretooo","media stuttura con granuli e pastoso/poca umidit', ma discretooo",2018,C0D,TG_24
495,OK,"Il campione è morbido, poco granuloso e presenta cristalli.",morbido poco granuloso cristalli,morbido poco granuloso cristalli,2018,C0D,Q_09
496,OK,"Il campione è morbido, sufficientemente cedevole e friabile, con una struttura fine e pochi cristalli presenti.","morbido. sufficientemente cedevole, quindi friabile. struttura fine. cristalli presenti, ma pochi","morbido. sufficientemente cedevole, quindi friabile. struttura fine. cristalli presenti, ma pochi",2018,C0D,TG_04
497,OK,"Il campione ha poca struttura in bocca, è leggermente cedevole e presenta poca granulosità.","poca struttura in bocca, leggermente cedevole, poca granulosità","poca struttura in bocca, leggermente cedevole, poca granulosità",2018,C0D,TG_19
498,OK,"Il formaggio è abbastanza solubile, presentando una texture che si scioglie bene.",abbastanza solubile,abbastanza solubile,2018,C0D,TG_15
499,OK,"Il campione è abbastanza duro, asciutto, con grana fine e solubile, e presenta cristalli.","abbastanza duro, asciutto, granafine, solubile, cristalli","abbastanza duro, asciutto, granafine, solubile, cristalli",2018,C0I,TG_14
500,OK,Il campione presenta pochi cristalli e una struttura non ben definita.,"pochi cristalli,  struttura non ben definita","pochi cristalli,  struttura non ben definita",2018,C0I,TG_08
501,FUORI_ATTRIBUTO,"È asciutto, con molti granuli e di media durezza.","asciutto, molti granuli... media durezza","asciutto, molti granuli... media durezza",2018,C0I,TG_24
502,OK,"Il campione presenta una pasta morbida e umida, con una buona presenza di cristalli.",morbido e umido impasta cristalli,morbido e umido impasta cristalli,2018,C0I,Q_09
503,FUORI_ATTRIBUTO,"È un formaggio con pasta dura 'anomala', legata alla pasta compatta e presenta cristalli di tirosina.","formaggio con pasta dura ""anomala"" legata alla pasta compatta dovuta ala struttura stirata tipo sbrinz;presenza di cristalli di tirosina","formaggio con pasta dura ""anomala"" legata alla pasta compatta dovuta ala struttura stirata tipo sbrinz;presenza di cristalli di tirosina",2018,C0I,Q_02
504,FUORI_ATTRIBUTO,Ci sono cristalli.,cristalli,cristalli,2018,C0I,TG_26
505,OK,"Il campione è morbido e umido, con una buona friabilità.","Morbido, umido. comunque friabile","Morbido, umido. comunque friabile",2018,C0I,TG_04
506,OK,Il campione è poco solubile e presenta una granulosità elevata.,"poco solubile, molto granuloso","poco solubile, molto granuloso",2018,C0I,TG_19
507,FUORI_ATTRIBUTO,Il formaggio è adesivo.,adesiva,adesiva,2018,C0I,TG_15
508,OK,"Il campione è duro, con grana fine, abbastanza solubile e cristalli poco percepibili.","duro, grana fine, abbastanza solubile, cristalli poco percepibili","duro, grana fine, abbastanza solubile, cristalli poco percepibili",2018,C0M,TG_14
509,FUORI_ATTRIBUTO,C'è una mancanza di microstruttura e cristalli.,mancanza di microstuttura e cristalli,mancanza di microstuttura e cristalli,2018,C0M,TG_08
510,OK,"Il campione è poco friabile, asciutto e presenta pochi granuli.","poco friabile, asciutto, pochi granuli...","poco friabile, asciutto, pochi granuli...",2018,C0M,TG_24
511,FUORI_ATTRIBUTO,"È morbido, asciutto e con pochi cristalli.",morbido asciutto poco cristalli,morbido asciutto poco cristalli,2018,C0M,Q_09
512,FUORI_ATTRIBUTO,Ha una consistenza gommoso e asciutta.,legg gommoso e asciutto,legg gommoso e asciutto,2018,C0M,TG_12
513,OK,"Il campione mostra buona friabilità, ma risulta asciutto alla deglutizione.","buona friabilità, ma asciutto alla deglutizione ingozza","buona friabilità, ma asciutto alla deglutizione ingozza",2018,C0M,TG_04
514,OK,"Il campione è compatto, poco friabile e non molto solubile, con scagliette strane sotto i denti.","compatto, non molto friabile e né solubile, rimangono scagliette strane sotto i denti","compatto, non molto friabile e né solubile, rimangono scagliette strane sotto i denti",2018,C0M,TG_19
515,FUORI_ATTRIBUTO,La consistenza è farinoso.,farinoso,farinososo,2018,C0M,TG_11
516,OK,Il campione presenta buona solubilità.,buona solubilit',buona solubilit',2018,C0M,TG_15
517,OK,"Il campione è morbido, pastoso e asciutto.","morbido, pastoso, asciutto,","morbido, pastoso, asciutto,",2018,C0O,TG_14
518,OK,Il campione presenta pochi cristalli e una struttura presente.,"pochi cristalli, strutturapresente","pochi cristalli, strutturapresente",2018,C0O,TG_08
519,OK,Il campione è troppo asciutto e poco solubile.,troppo asciutto e poco solubile,troppo asciutto e poco solubile,2018,C0O,TG_24
520,OK,"Il campione è morbido, con poca grana e qualche cristallo poco solubile.",morbido poca grana qualche cristallo poco sol,morbido poca grana qualche cristallo poco sol,2018,C0O,Q_09
521,FUORI_ATTRIBUTO,È molle con qualche granello di tirosina.,MOLLE con qualche granello di tirosina,MOLLE con qualche granello di tirosina,2018,C0O,Q_02
522,FUORI_ATTRIBUTO,Presenta dei cristalli teneri.,tenero cristalli,tenero cristalli,2018,C0O,TG_26
523,OK,"Il campione presenta una pasta compatta, leggermente umida e adesiva, con una microocchiatura uniforme.","compatto, leggermente umido, adesivo","compatto, leggermente umido, adesivo",2018,C0O,TG_19
524,FUORI_ATTRIBUTO,È abbastanza solubile.,abbastanza solubile,abbastanza solubile,2018,C0O,TG_15
525,OK,"Il campione è abbastanza duro, umido, con grana fine e solubilità presente.","abbastanza duro, umido, grana fine, solubile","abbastanza duro, umido, grana fine, solubile",2018,C0R,TG_14
526,FUORI_ATTRIBUTO,Ha poca microstruttura e cristalli.,poca microstruttura e cristalli,poca microstruttura e cristalli,2018,C0R,TG_08
527,OK,"Il campione è leggermente asciutto, ma nel complesso risulta di buona qualità.",leggermente asciutto...nel complesso bene,leggermente asciutto...nel complesso bene,2018,C0R,TG_24
528,FUORI_ATTRIBUTO,"È asciutto, poco solubile e lascia residuo.",asciutto poco sol lascia residuo,asciutto poco sol lascia residuo,2018,C0R,Q_09
529,OK,"Il formaggio si presenta asciutto, senza eccessi di umidità.",asciutto,asciutto,2018,C0R,TG_12
530,FUORI_ATTRIBUTO,Una porzione è da pasta stirata.,una porzione è da pasta stirata,una porzione è da pasta stirata,2018,C0R,Q_02
531,OK,Il campione presenta una consistenza molto pastosa.,pastoso molto,pastoso molto,2018,C0R,TG_26
532,OK,"Il campione è un pochetto morbido al morso, con microstruttura carente.",un pochetto morbido  al morso. microastruttura carente,un pochetto morbido  al morso. microastruttura carente,2018,C0R,TG_04
533,OK,Il campione presenta una leggera sabbiosità finale.,leggera sabbiosità finale,leggera sabbiosità finale,2018,C0R,TG_19
534,FUORI_ATTRIBUTO,Il formaggio è adesivo.,adesiva,adesiva,2018,C0R,TG_15
535,OK,"Il campione è ancora umido, un po' cedevole e mediamente solubile.","ancora umida, un po cedevole, mediamente solubile","ancora umida, un po cedevole, mediamente solubile",2018,C0A,TG_20
536,FUORI_ATTRIBUTO,Ha poca struttura granulare e manca di cristalli.,poca struttura granulare mancanza di cristalli,poca struttura granulare mancanza di cristalli,2018,C0A,TG_08
537,OK,Il campione è granuloso ma impasta e ha poca solubilità.,granuloso ma impasta e poco sol,granuloso ma impasta e poco sol,2018,C0A,Q_09
538,OK,"Il campione non è friabile ma cedevole, solubile in bocca ma non alla deglutizione, con poca grana e un po' untuoso.","non friabile ma cedevole, solubile in bocca ma non alla deglutizione, poca grana, un po' untuoso","non friabile ma cedevole, solubile in bocca ma non alla deglutizione, poca grana, un po' untuoso",2018,C0A,TG_19
539,OK,"Il campione è morbido e pastoso, con grana fine e solubile, e pochi cristalli.","morbido e pastoso, grana fine e solubile, pochi cristalli","morbido e pastoso, grana fine e solubile, pochi cristalli",2018,C0A,TG_14
540,OK,"Il campione è troppo fondente nel finale, impasta la bocca e risulta troppo morbido.","troppo fondente nel finale, impasta la bocca, troppo morbido","troppo fondente nel finale, impasta la bocca, troppo morbido",2018,C0A,TG_04
541,FUORI_ATTRIBUTO,"È molto pastoso e oleoso, con tanti cristalli, ma troppo morbido.","molto pastosa/oleosa, tanti cristalli, troppo morbido","molto pastosa/oleosa, tanti cristalli, troppo morbido",2018,C0A,TG_24
542,OK,"Il campione presenta una pasta morbida, con una presenza di cristalli di tirosina, ma risulta scarsa nella compattezza.",scarsa (molle) ma con presenza di cristalli di tirosina,scarsa (molle) ma con presenza di cristalli di tirosina,2018,C0A,Q_02
543,OK,"Il campione presenta una pasta solubile e granulosa, con una sensazione piacevole al palato.","solubile e granulosa, piacevole","solubile e granulosa, piacevole",2018,C0C,TG_20
544,OK,Il campione mostra una buona struttura e una microocchiatura con cristalli ben sviluppati.,buona struttura e microcristalli,buona struttura e microcristalli,2018,C0C,TG_08
545,OK,Il campione è caratterizzato da una granulosità con cristalli e una sensazione asciutta.,granuloso cristalli asciutto,granuloso cristalli asciutto,2018,C0C,Q_09
546,OK,"Il campione presenta una grana fine, è pastoso e asciutto, con una solubilità abbastanza buona e una consistenza piuttosto morbida.","grana fine, pastoso, asciutto, abbastanza solubile, piuttosto morbido","grana fine, pastoso, asciutto, abbastanza solubile, piuttosto morbido",2018,C0C,TG_14
547,FUORI_ATTRIBUTO,"È morbido, non friabile, sembra giovane e non riuscito.","morbido, non friabile, sembra giovane, non riuscito","morbido, non friabile, sembra giovane, non riuscito",2018,C0C,TG_04
548,OK,"Il campione mostra bei granuli e un interessante equilibrio tra umidità e friabilità, con una durezza apprezzabile.","bei granuli, interessante equilibrio umidit' e friabilit', durezza","bei granuli, interessante equilibrio umidit' e friabilit', durezza",2018,C0C,TG_24
549,OK,Il campione è caratterizzato da una consistenza granulosa e solubile.,granulosa e solubile,granulosa e solubile,2018,C0D,TG_20
550,OK,Il campione presenta un buon equilibrio tra microstruttura e cristalli.,"buon equilibrio tra microstruttura e cristalli,","buon equilibrio tra microstruttura e cristalli,",2018,C0D,TG_08
551,OK,"Il campione è granuloso e asciutto, con cristalli che lasciano un po' di residuo.",granuloso asciutto cristalli lascia un po di residuo,granuloso asciutto cristalli lascia un po di residuo,2018,C0D,Q_09
552,OK,Il campione risulta duro e poco solubile.,duro e poco solubile,duro e poco solubile,2018,C0D,TG_13
553,OK,Il campione non è troppo solubile.,non troppo solubile,non troppo solubile,2018,C0D,TG_19
554,OK,"Il campione presenta una grana fine, è asciutto e pastoso.","grana fine, asciutto, pastoso,","grana fine, asciutto, pastoso,",2018,C0D,TG_14
555,OK,"Il campione è friabile, non asciutto e non presenta una buona adesività.","friabile, non asciutto, non impasta","friabile, non asciutto, non impasta",2018,C0D,TG_04
556,OK,"Il campione è asciutto e mostra poco equilibrio tra umidità, solubilità e friabilità.",asciutto......poco equilibrio tra umidit/solubil/friabilit;,asciutto......poco equilibrio tra umidit/solubil/friabilit;,2018,C0D,TG_24
557,OK,"Il campione è scadente, con cristalli di tirosina impercettibili.",scarsa;soprattutto impercettibili i cristalli di tirosina,scarsa;soprattutto impercettibili i cristalli di tirosina,2018,C0D,Q_02
558,OK,"Il campione è umido, cedevole e poco solubile.","umida, cedevole, poco solubile","umida, cedevole, poco solubile",2018,C0G,TG_20
559,ILLEGGIBILE,,buona l agran ae i mmicrocristalli,buona l agran ae i mmicrocristalli,2018,C0G,TG_08
560,OK,"Il campione è morbido e granuloso, con pochi cristalli.",morbido granuloso pochi cristalli,morbido granuloso pochi cristalli,2018,C0G,Q_09
561,FUORI_ATTRIBUTO,È umido e solubile in bocca.,"umido, solubile in bocca","umido, solubile in bocca",2018,C0G,TG_19
562,OK,"Il campione presenta una pasta morbida a grana fine, leggermente pastosa e asciutta, con cristalli ben percepibili e una buona solubilità.","morbido a grana fine, leggermente pastoso e asciutto, con cristalli ben percepibili e piuttosto solubile.","morbido a grana fine, leggermente pastoso e asciutto, con cristalli ben percepibili e piuttosto solubile.",2018,C0G,TG_14
563,OK,"Il campione è morbido e umido, cedevole, con una friabilità non perfetta e una microstruttura media.","morbido e umido. cedevole, anche se friabilit' non perfetta. microstruttura media, non fine","morbido e umido. cedevole, anche se friabilit' non perfetta. microstruttura media, non fine",2018,C0G,TG_04
564,FUORI_ATTRIBUTO,"È morbido, umido e solubile.","morbido, umido e solubile...","morbido, umido e solubile...",2018,C0G,TG_24
565,ILLEGGIBILE,,scarsa,scarsa,2018,C0G,Q_02
566,OK,"Il campione presenta una pasta granulosa, solubile e abbastanza asciutta.","granulosa, solubile, abbastanza asciutta","granulosa, solubile, abbastanza asciutta",2018,C0N,TG_20
567,OK,Il campione è privo di struttura e cristalli.,senza struttura e cristalli,senza struttura e cristalli,2018,C0N,TG_08
568,OK,"Il campione presenta una pasta che impasta, asciutta, poco granulosa e con qualche cristallo.",impasta asciutto poco granuloso poco sol qualche cristallo,impasta asciutto poco granuloso poco sol qualche cristallo,2018,C0N,Q_09
569,OK,Il campione è pastoso in bocca e poco solubile.,"pastoso in bocca, poco solubile","pastoso in bocca, poco solubile",2018,C0N,TG_13
570,OK,"Il campione è compatto, un po' adesivo, poco friabile e poco solubile.","compatto, un po' adesivo, poco friabile e poco solubile","compatto, un po' adesivo, poco friabile e poco solubile",2018,C0N,TG_19
571,FUORI_ATTRIBUTO,Ha una consistenza pastosa con cristalli.,pastoso cristalli,pastoso cristalli,2018,C0N,TG_26
572,OK,"Il campione presenta una grana fine, asciutta e pastosa, con una consistenza morbida.","grana fine, sciutto e pastoso, morbido","grana fine, sciutto e pastoso, morbido",2018,C0N,TG_14
573,FUORI_ATTRIBUTO,"È troppo morbido e non strutturato, sembra la pasta dell'Emmental.",troppo morbido astrutturato. sembra la pasta dell emmental,troppo morbido astrutturato. sembra la pasta dell emmental,2018,C0N,TG_04
574,OK,"Il campione è asciutto, troppo pastoso e poco friabile, con cristalli di dimensione media.","asciutto, troppo pastoso e poco friabile, cristalli medii","asciutto, troppo pastoso e poco friabile, cristalli medii",2018,C0N,TG_24
575,OK,Il campione è duro ma presenta una pasta stirata.,duro ma da pasta stirata,duro ma da pasta stirata,2018,C0N,Q_02
576,OK,"Il campione è ancora un po' umido ma solubile, compatto e mediamente granuloso.","ancora un po umida umida ma solubile, compatta, mediamente granulosa","ancora un po umida umida ma solubile, compatta, mediamente granulosa",2018,C0Q,TG_20
577,FUORI_ATTRIBUTO,Ci sono pochi microcristalli e un po' di grana.,poco microcristalli m aun p; di grana,poco microcristalli m aun p; di grana,2018,C0Q,TG_08
578,OK,"Il campione è pastoso, asciutto, poco solubile e presenta qualche cristallo.",pastoso asciutto poco sol qualche crist,pastoso asciutto poco sol qualche crist,2018,C0Q,Q_09
579,OK,"Il campione è pastoso e poco solubile, con una consistenza molle sotto i denti.",pastoso e poco solubile. consistenza molle sotto i denti;,pastoso e poco solubile. consistenza molle sotto i denti;,2018,C0Q,TG_13
580,OK,Il campione presenta un finale granuloso.,granuloso finale,granuloso finale,2018,C0Q,TG_19
581,FUORI_ATTRIBUTO,Gommoso.,gommoso,gommoso,2018,C0Q,TG_26
582,OK,"Il campione presenta una pasta moderatamente dura, pastosa e asciutta, con una granulosità evidente.","moderatamente duro, pastoso e asciutto, granuloso","moderatamente duro, pastoso e asciutto, granuloso",2018,C0Q,TG_14
583,FUORI_ATTRIBUTO,Presenta microcristalli ed è un po' morbido.,microcristalli. un pochetto morbido,microcristalli. un pochetto morbido,2018,C0Q,TG_04
584,OK,"Il campione mostra una durezza elevata, buona presenza di granuli e un'umidità adeguata.","durezza elevata, buona presenza di granuli, umidit' a posto...","durezza elevata, buona presenza di granuli, umidit' a posto...",2018,C0Q,TG_24
585,OK,"Il campione è asciutto e granuloso, con cristalli poco solubili.",asciutto granuloso cristalli poco sol,asciutto granuloso cristalli poco sol,2018,C0B,Q_09
586,OK,"Il formaggio è leggermente asciutto, ma mantiene una buona consistenza.",legg asciutto,legg asciutto,2018,C0B,TG_12
587,FUORI_ATTRIBUTO,È un po' adesivo.,un po adesivo,un po adesivo,2018,C0B,TG_13
588,FUORI_ATTRIBUTO,"È solubile, ma non ha molta grana.","solubile, non molta grana","solubile, non molta grana",2018,C0B,TG_19
589,OK,"Il campione è leggermente cedevole, non molto solubile ma presenta una buona granulosità.","leggermente cedevole, non molto solubile ma granulosa","leggermente cedevole, non molto solubile ma granulosa",2018,C0B,TG_20
590,OK,Il campione è tenerissimo e presenta cristalli.,tenerissimo cristalli,tenerissimo cristalli,2018,C0B,TG_26
591,OK,"Il campione è pastoso e morbido, con qualche cristallo poco solubile.",pastoso morbido qualche cristallo poco sol,pastoso morbido qualche cristallo poco sol,2018,C0C,Q_09
592,OK,"Il campione è un po' asciutto, ma nel complesso risulta accettabile.",un po-asciutto,un po'asciutto,2018,C0C,TG_12
