attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Struttura della Pasta
Struttura_della_Pasta,TN323_2020-12-18,295.0,TN323,C0N,Q_09,2020-12-18,2020,FUORI_ATTRIBUTO,C'è una frattura centrale di 6-7 cm.,Frattura centrale  di 6_7 cm,Frattura centrale  di 6_7 cm,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P4_TN323_813_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P4_TN323_813_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_GRANA_B.bmp""]",16.0,III,MAR-APR,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN319_2020-12-18,296.0,TN319,C0M,TG_04,2020-12-18,2020,FUORI_ATTRIBUTO,La parte centrale non è strutturata.,Parte centrale non stiratarutturata,Parte centrale non strutturata,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P3_TN319_637_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P3_TN319_637_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P3_TN319_637_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P3_TN319_637_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P3_TN319_637_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P3_TN319_637_GRANA_B.bmp""]",16.0,III,MAR-APR,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN323_2020-12-18,297.0,TN323,C0N,TG_04,2020-12-18,2020,OK,"Non penalizzo il campione per la presenza di una sola frattura, poiché la grana risulta buona.",Decido di non penalizzare per una sola frattura. La grana é buona,Decido di non penalizzare per una sola frattura. La grana é buona,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P4_TN323_813_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P4_TN323_813_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_GRANA_B.bmp""]",16.0,III,MAR-APR,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN323_2020-12-18,298.0,TN323,C0N,TG_12,2020-12-18,2020,FUORI_ATTRIBUTO,C'è una grossa fessura centrale.,Grossa fessura  centrale,Grossa fessura  centrale ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P4_TN323_813_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P4_TN323_813_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_GRANA_B.bmp""]",16.0,III,MAR-APR,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN313_2020-12-18,299.0,TN313,C0H,TG_24,2020-12-18,2020,OK,È presente un occhio da 5 mm.,Presenza di un occhio da 5 mm,Presenza di un occhio da 5 mm,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P2_TN313_457_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P2_TN313_457_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P2_TN313_457_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P2_TN313_457_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P2_TN313_457_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P2_TN313_457_GRANA_B.bmp""]",16.0,III,MAR-APR,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN323_2020-12-18,300.0,TN323,C0N,TG_24,2020-12-18,2020,FUORI_ATTRIBUTO,È un peccato per la frattura evidente.,Peccato per fratturavevidente,Peccato per fratturavevidente,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P4_TN323_813_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P4_TN323_813_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_GRANA_B.bmp""]",16.0,III,MAR-APR,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN313_2020-12-18,301.0,TN313,C0H,TG_35,2020-12-18,2020,FUORI_ATTRIBUTO,C'è un singolo occhio di circa 5 mm.,Un singolo occhio di circa 5mm,Un singolo occhio di circa 5mm,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P2_TN313_457_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P2_TN313_457_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P2_TN313_457_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P2_TN313_457_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P2_TN313_457_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P2_TN313_457_GRANA_B.bmp""]",16.0,III,MAR-APR,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN323_2020-12-18,302.0,TN323,C0N,TG_35,2020-12-18,2020,FUORI_ATTRIBUTO,C'è una fessura centrale di 6 cm.,Fessura centrale di 6 cm,Fessura centrale di 6 cm,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P4_TN323_813_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-18_Seduta_16/P4_TN323_813_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-18_Seduta_16\\P4_TN323_813_GRANA_B.bmp""]",16.0,III,MAR-APR,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN302_2021-01-13,303.0,TN302,C0A,Q_09,2021-01-13,2021,FUORI_ATTRIBUTO,Ci sono occhi di 1 o 2 mm.,Occhi 1 o 2 mm,Occhi 1 o 2 mm,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P1_TN302_154_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P1_TN302_154_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_GRANA_B.bmp""]",17.0,IV,MAG-GIU,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN314_2021-01-13,304.0,TN314,C0I,Q_09,2021-01-13,2021,FUORI_ATTRIBUTO,C'è una profonda fessura centrale di 7 o 8 cm.,Profonda fessura 7 o 8cm centrale,Profonda fessura 7 o 8cm centrale,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P3_TN314_726_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P3_TN314_726_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_GRANA_B.bmp""]",17.0,IV,MAG-GIU,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN330_2021-01-13,305.0,TN330,C0Q,Q_09,2021-01-13,2021,FUORI_ATTRIBUTO,Ci sono molte fratture sotto un piatto.,Molte fratture sotto un piatto,Molte fratture sotto un piatto ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P6_TN330_353_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P6_TN330_353_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_GRANA_B.bmp""]",17.0,IV,MAG-GIU,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN302_2021-01-13,306.0,TN302,C0A,TG_04,2021-01-13,2021,FUORI_ATTRIBUTO,A tratti la grana non è sviluppata.,A tratti grana non sviluppata,A tratti grana non sviluppata,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P1_TN302_154_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P1_TN302_154_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_GRANA_B.bmp""]",17.0,IV,MAG-GIU,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN314_2021-01-13,307.0,TN314,C0I,TG_04,2021-01-13,2021,FUORI_ATTRIBUTO,"La grana è buona, ma c'è una grossa fessura e occhiatura in zona angolo.",Grana buona ma grossa fessura e occhiatura in zona angolo,Grana buona ma grossa fessura e occhiatura in zona angolo,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P3_TN314_726_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P3_TN314_726_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_GRANA_B.bmp""]",17.0,IV,MAG-GIU,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN330_2021-01-13,308.0,TN330,C0Q,TG_04,2021-01-13,2021,FUORI_ATTRIBUTO,Ci sono piccole fratture orizzontali.,Piccole fratture orizzontali,Piccole fratture orizzontali,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P6_TN330_353_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P6_TN330_353_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_GRANA_B.bmp""]",17.0,IV,MAG-GIU,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN314_2021-01-13,309.0,TN314,C0I,TG_12,2021-01-13,2021,FUORI_ATTRIBUTO,C'è un'enorme fessura.,Enorme fessura,Enorme fessura ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P3_TN314_726_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P3_TN314_726_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_GRANA_B.bmp""]",17.0,IV,MAG-GIU,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN330_2021-01-13,310.0,TN330,C0Q,TG_13,2021-01-13,2021,FUORI_ATTRIBUTO,La mezza forma presenta degli spacchi.,Mezza forma presenta spacchi,Mezza forma presenta spacchi ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P6_TN330_353_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P6_TN330_353_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_GRANA_B.bmp""]",17.0,IV,MAG-GIU,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN302_2021-01-13,311.0,TN302,C0A,TG_14,2021-01-13,2021,FUORI_ATTRIBUTO,La consistenza non è granulosa.,Non granulosa,Non granulosa,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P1_TN302_154_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P1_TN302_154_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_GRANA_B.bmp""]",17.0,IV,MAG-GIU,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN302_2021-01-13,312.0,TN302,C0A,TG_24,2021-01-13,2021,FUORI_ATTRIBUTO,La frattura è poco regolare.,Poco regolare  la frattura,Poco regolare  la frattura,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P1_TN302_154_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P1_TN302_154_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P1_TN302_154_GRANA_B.bmp""]",17.0,IV,MAG-GIU,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN314_2021-01-13,313.0,TN314,C0I,TG_24,2021-01-13,2021,FUORI_ATTRIBUTO,Purtroppo presenta una fessura consistente.,Purtroppo  presenta fessura consistirataente,Purtroppo  presenta fessura consistente ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P3_TN314_726_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P3_TN314_726_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P3_TN314_726_GRANA_B.bmp""]",17.0,IV,MAG-GIU,Commenti liberi_QTG_2020_Struttura della pasta.csv,
Struttura_della_Pasta,TN330_2021-01-13,314.0,TN330,C0Q,TG_24,2021-01-13,2021,FUORI_ATTRIBUTO,È un peccato per la disidratazione e le piccole fessure.,Peccato per disidratazione piccole fessure,Peccato per disidratazione piccole fessure,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P6_TN330_353_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/IV bimestre/2021-01-13_Seduta_17/P6_TN330_353_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\IV bimestre\\2021-01-13_Seduta_17\\P6_TN330_353_GRANA_B.bmp""]",17.0,IV,MAG-GIU,Commenti liberi_QTG_2020_Struttura della pasta.csv,
