attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Spessore della Crosta
Spessore_della_Crosta,TN326_2022-03-09,124.0,TN326,C0O,TG_04,2022-03-09,2022,CONFORME,"La crosta del campione è ben formata e presenta un aspetto piacevole, conforme alle attese per il Grana Trentino DOP.",Un piatto molto bello,Un piatto molto bello,0.5,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-09_Seduta_19/P5a_TN326_568_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-09_Seduta_19/P5a_TN326_568_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-09_Seduta_19\\P5a_TN326_568_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-09_Seduta_19\\P5b_TN326_568_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-09_Seduta_19\\P5a_TN326_568_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-09_Seduta_19\\P5b_TN326_568_grana.bmp""]",19.0,IV,GIU,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,,,,,,2022-03-16,2022,,,,,,False,False,False,False,False,,,,,20.0,IV,GIU,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN310_2022-03-23,125.0,TN310,C0F,TG_19,2022-03-23,2022,FUORI_ATTRIBUTO,È carico ma sottile.,Carico ma sottile,Carico ma sottile,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-23_Seduta_21/P1a_TN310_375_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-23_Seduta_21/P1a_TN310_375_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P1a_TN310_375_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P1b_TN310_375_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P1a_TN310_375_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P1b_TN310_375_grana.bmp""]",21.0,IV,GIU,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN330_2022-03-23,126.0,TN330,C0Q,TG_19,2022-03-23,2022,FUORI_ATTRIBUTO,È chiara ma spessa.,Chiara ma spessa,Chiara ma spessa,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-23_Seduta_21/P5a_TN330_961_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-23_Seduta_21/P5a_TN330_961_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P5a_TN330_961_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P5b_TN330_961_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P5a_TN330_961_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P5b_TN330_961_grana.bmp""]",21.0,IV,GIU,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN338_2022-03-23,127.0,TN338,C0R,Q_09,2022-03-23,2022,FUORI_ATTRIBUTO,Il colore della pasta è carico.,Colore carico della pasta,Colore carico della pasta,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-23_Seduta_21/P6a_TN338_102_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-23_Seduta_21/P6a_TN338_102_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P6a_TN338_102_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P6b_TN338_102_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P6a_TN338_102_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-23_Seduta_21\\P6b_TN338_102_grana.bmp""]",21.0,IV,GIU,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN330_2022-03-30,128.0,TN330,C0Q,TG_04,2022-03-30,2022,FUORI_ATTRIBUTO,"Un piatto è orrendo, mentre gli scalzi sono belli.","1 piatto irregolare, scalzi belli","1 piatto orrendo, scalzi belli",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-30_Seduta_22/P4a_TN330_469_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-03-30_Seduta_22/P4a_TN330_469_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-30_Seduta_22\\P4a_TN330_469_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-30_Seduta_22\\P4b_TN330_469_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-30_Seduta_22\\P4a_TN330_469_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-03-30_Seduta_22\\P4b_TN330_469_grana.bmp""]",22.0,IV,GIU,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN302_2022-04-06,129.0,TN302,C0A,Q_09,2022-04-06,2022,FUORI_ATTRIBUTO,Il colore di fondo è carico.,Colore di fondo carico,Colore di fondo carico,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-04-06_Seduta_23/P1a_TN302_756_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-04-06_Seduta_23/P1a_TN302_756_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-04-06_Seduta_23\\P1a_TN302_756_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-04-06_Seduta_23\\P1b_TN302_756_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-04-06_Seduta_23\\P1a_TN302_756_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-04-06_Seduta_23\\P1b_TN302_756_grana.bmp""]",23.0,IV,GIU,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN305_2022-05-04,130.0,TN305,C0C,Q_09,2022-05-04,2022,FUORI_ATTRIBUTO,Il colore della pasta è molto carico e lo stacco tra crosta e pasta si vede poco.,Colore pasta molto carico lo stacco tra crosta e pasta si vede poco,Colore pasta molto carico lo stacco tra crosta e pasta si vede poco,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-04_Seduta_24/P1a_TN305_226_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-04_Seduta_24/P1a_TN305_226_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-04_Seduta_24\\P1a_TN305_226_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-04_Seduta_24\\P1b_TN305_226_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-04_Seduta_24\\P1a_TN305_226_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-04_Seduta_24\\P1b_TN305_226_grana.bmp""]",24.0,V,AGO,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN330_2022-05-11,131.0,TN330,C0Q,TG_28,2022-05-11,2022,FUORI_ATTRIBUTO,"Sotto la crosta c'è una macchia nera sullo scalzo, potrebbe essere marciume?","Sotto crosta macchiato di nero sullo scalzo, marciume?","Sotto crosta macchiato di nero sullo scalzo, marciume?",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-11_Seduta_25/P5a_TN330_543_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-11_Seduta_25/P5a_TN330_543_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-11_Seduta_25\\P5a_TN330_543_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-11_Seduta_25\\P5b_TN330_543_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-11_Seduta_25\\P5a_TN330_543_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-11_Seduta_25\\P5b_TN330_543_Grana.bmp""]",25.0,V,AGO,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN330_2022-05-11,132.0,TN330,C0Q,TG_19,2022-05-11,2022,FUORI_ATTRIBUTO,Ci sono tare nella crosta e nella sottocrosta.,Tare nella crosta e sottocrostarosta,Tare nella crosta e Sottocrosta,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-11_Seduta_25/P5a_TN330_543_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-11_Seduta_25/P5a_TN330_543_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-11_Seduta_25\\P5a_TN330_543_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-11_Seduta_25\\P5b_TN330_543_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-11_Seduta_25\\P5a_TN330_543_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-11_Seduta_25\\P5b_TN330_543_Grana.bmp""]",25.0,V,AGO,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN302_2022-05-18,133.0,TN302,C0A,TG_19,2022-05-18,2022,OK,"La crosta è di un colore chiaro, che suggerisce una buona qualità del formaggio.",Chiaro,Chiaro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-18_Seduta_26/P1a_TN302_159_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-05-18_Seduta_26/P1a_TN302_159_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-18_Seduta_26\\P1a_TN302_159_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-18_Seduta_26\\P1b_TN302_159_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-18_Seduta_26\\P1a_TN302_159_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-05-18_Seduta_26\\P1b_TN302_159_grana.bmp""]",26.0,V,AGO,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,,,,,,2022-06-01,2022,,,,,,False,False,False,False,False,,,,,27.0,V,AGO,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN313_2022-06-08,134.0,TN313,C0H,TG_24,2022-06-08,2022,FUORI_ATTRIBUTO,È piuttosto grossa.,Piuttosto grossa,Piuttosto grossa,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-08_Seduta_28/P4a_TN313_364_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-08_Seduta_28/P4a_TN313_364_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-08_Seduta_28\\P4a_TN313_364_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-08_Seduta_28\\P4b_TN313_364_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-08_Seduta_28\\P4a_TN313_364_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-08_Seduta_28\\P4b_TN313_364_Grana.bmp""]",28.0,VI,OTT,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN302_2022-06-15,135.0,TN302,C0A,Q_09,2022-06-15,2022,FUORI_ATTRIBUTO,Il colore di fondo è scuro.,Colore di fondo scuro,Colore di fondo scuro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-15_Seduta_29/P1a_TN302_610_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-15_Seduta_29/P1a_TN302_610_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-15_Seduta_29\\P1a_TN302_610_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-15_Seduta_29\\P1b_TN302_610_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-15_Seduta_29\\P1a_TN302_610_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-15_Seduta_29\\P1b_TN302_610_Grana.bmp""]",29.0,VI,OTT,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN302_2022-06-22,136.0,TN302,C0A,Q_09,2022-06-22,2022,FUORI_ATTRIBUTO,Il colore di fondo è carico.,Colore di fondo carico,Colore di fondo carico,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-22_Seduta_30/P1a_TN302_248_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-22_Seduta_30/P1a_TN302_248_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-22_Seduta_30\\P1a_TN302_248_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-22_Seduta_30\\P1b_TN302_248_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-22_Seduta_30\\P1a_TN302_248_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-22_Seduta_30\\P1b_TN302_248_Grana.bmp""]",30.0,VI,OTT,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN305_2022-06-22,137.0,TN305,C0C,Q_09,2022-06-22,2022,FUORI_ATTRIBUTO,Il colore di fondo è carico.,Colore fondo carico,Colore fondo carico,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-22_Seduta_30/P2a_TN305_727_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-22_Seduta_30/P2a_TN305_727_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-22_Seduta_30\\P2a_TN305_727_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-22_Seduta_30\\P2b_TN305_727_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-22_Seduta_30\\P2a_TN305_727_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-22_Seduta_30\\P2b_TN305_727_Grana.bmp""]",30.0,VI,OTT,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN302_2022-06-29,138.0,TN302,C0A,TG_19,2022-06-29,2022,OK,"La crosta del campione è chiara, indicando una buona qualità e conformità alle attese.",Chiaro,Chiaro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-29_Seduta_31/P1a_TN302_125_Fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2021-2022_Trentingrana/2022-06-29_Seduta_31/P1a_TN302_125_Grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-29_Seduta_31\\P1a_TN302_125_Fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-29_Seduta_31\\P1b_TN302_125_Fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-29_Seduta_31\\P1a_TN302_125_Grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2021-2022_Trentingrana\\2022-06-29_Seduta_31\\P1b_TN302_125_Grana.bmp""]",31.0,VI,OTT,Commenti liberi_TEST_2021_Spessore della Crosta.csv,
Spessore_della_Crosta,TN302_2018-08-29,139.0,TN302,C0A,Q_02,2018-08-29,2018,FUORI_ATTRIBUTO,"Spigoli sopra 20 mm e piatto di circa 10 mm, media 12 mm.",Spigoli sopra 20mm Piatto 10mm circa  Media 12mm,Spigoli sopra 20mm Piatto 10mm circa  Media 12mm,1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P1a_302_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1b_302_fetta.bmp""]",[],,,,Commenti TOT_2018_Spessore della Crosta.csv,6.0
Spessore_della_Crosta,TN302_2018-08-29,140.0,TN302,C0A,Q_09,2018-08-29,2018,FUORI_ATTRIBUTO,"Qui i piatti misurano 0,8 cm e sugli scalzi 1,4 cm.","molto sottile qui piatti e 1,4 sugli scalzi","0,8 cm qui piatti e 1,4 sugli scalzi",1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P1a_302_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1b_302_fetta.bmp""]",[],,,,Commenti TOT_2018_Spessore della Crosta.csv,7.5
Spessore_della_Crosta,TN302_2018-08-29,,TN302,C0A,Q_10,2018-08-29,2018,,,,,,False,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P1a_302_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1b_302_fetta.bmp""]",[],,,,Commenti TOT_2018_Spessore della Crosta.csv,7.6
Spessore_della_Crosta,TN302_2018-08-29,141.0,TN302,C0A,TG_04,2018-08-29,2018,FUORI_ATTRIBUTO,"Disomogenea, con zone anche inferiori a 7 mm e altre fino a 14 mm.",Disomogenea. In zone anche inferiore  a 7 mm. In altre fino a 14 mm,Disomogenea. In zone anche inferiore  a 7 km. In altre fino a 14 mm,1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P1a_302_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1b_302_fetta.bmp""]",[],,,,Commenti TOT_2018_Spessore della Crosta.csv,7.5
Spessore_della_Crosta,TN302_2018-08-29,142.0,TN302,C0A,TG_08,2018-08-29,2018,FUORI_ATTRIBUTO,"Non è omogenea lateralmente, risulta più grossa.",Non è omogenea lateralmente più  grossa,Non è omogenea lateralmente più  grossa,1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P1a_302_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1b_302_fetta.bmp""]",[],,,,Commenti TOT_2018_Spessore della Crosta.csv,5.9
Spessore_della_Crosta,TN302_2018-08-29,143.0,TN302,C0A,TG_11,2018-08-29,2018,FUORI_ATTRIBUTO,Piatti senza crosta.,Piatti senza crosta,Piatti senza crosta ,1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P1a_302_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1b_302_fetta.bmp""]",[],,,,Commenti TOT_2018_Spessore della Crosta.csv,9.0
Spessore_della_Crosta,TN302_2018-08-29,,TN302,C0A,TG_12,2018-08-29,2018,,,,,,False,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P1a_302_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1b_302_fetta.bmp""]",[],,,,Commenti TOT_2018_Spessore della Crosta.csv,7.2
Spessore_della_Crosta,TN302_2018-08-29,,TN302,C0A,TG_13,2018-08-29,2018,,,,,,False,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P1a_302_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1b_302_fetta.bmp""]",[],,,,Commenti TOT_2018_Spessore della Crosta.csv,6.5
Spessore_della_Crosta,TN302_2018-08-29,144.0,TN302,C0A,TG_19,2018-08-29,2018,OK,"La crosta del campione presenta uno spessore molto sottile, non conforme alle attese per la stagionatura del Grana Trentino DOP.",molto sottile,1cm,1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P1a_302_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1b_302_fetta.bmp""]",[],,,,Commenti TOT_2018_Spessore della Crosta.csv,7.0
Spessore_della_Crosta,TN302_2018-08-29,145.0,TN302,C0A,TG_20,2018-08-29,2018,OK,"La crosta è bella e presenta uno spessore di poco inferiore a 10mm, conforme alle aspettative.","Bella, poco meno di 10mm","Bella, poco meno di 10mm",1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P1a_302_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1b_302_fetta.bmp""]",[],,,,Commenti TOT_2018_Spessore della Crosta.csv,7.3
Spessore_della_Crosta,TN302_2018-08-29,146.0,TN302,C0A,TG_24,2018-08-29,2018,OK,"La crosta presenta uno spessore maggiore negli angoli, mediamente 1 cm, conforme alle attese per la stagionatura del Grana Trentino DOP.",Maggiormente negli angoli ma mediamente 1 cm,Maggiormente negli angoli ma mediamente 1 cm,1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P1a_302_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1b_302_fetta.bmp""]",[],,,,Commenti TOT_2018_Spessore della Crosta.csv,7.2
Spessore_della_Crosta,TN302_2018-08-29,147.0,TN302,C0A,TG_35,2018-08-29,2018,OK,"La crosta del campione è molto sottile sui piatti, non conforme alle attese per la stagionatura del Grana Trentino DOP.",Molto sottile su i piatti,Molto sottile su i piatti,1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P1a_302_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1a_302_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P1b_302_fetta.bmp""]",[],,,,Commenti TOT_2018_Spessore della Crosta.csv,7.5
