attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Texture
Texture,TN311_2020-10-28,108.0,TN311,C0G,TG_28,2020-10-28,2020,OK,"Il campione presenta una pasta troppo friabile, con una microocchiatura non uniforme e cristalli di tirosina poco sviluppati.",Troppo friabile,Troppo friabile,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-10-28_Seduta_09/P3A_TN311_628_FETTA.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-10-28_Seduta_09/P3A_TN311_628_GRANA.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-10-28_Seduta_09\\P3A_TN311_628_FETTA.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-10-28_Seduta_09\\P3B_TN311_628_FETTA.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-10-28_Seduta_09\\P3A_TN311_628_GRANA.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-10-28_Seduta_09\\P3B_TN311_628_GRANA.bmp""]",9.0,II,GEN-FEB,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN307_2020-11-04,109.0,TN307,C0E,TG_04,2020-11-04,2020,OK,"Il campione presenta pochi cristalli e molte perle, con cristalli grandi non ben cristallizzati e una consistenza non scrocchiarelli.","Perplesso. Sembrano pochi cristalli  ma molte perle. Oppure cristalli grandi, non cristallizzato, non scrocchiarelli","Perplesso. Sembrano pochi cristalli  ma molte perle. Oppure cristalli grandi, non cristallizzato, non scrocchiarelli ",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P3A_TN307_553_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P3A_TN307_553_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3A_TN307_553_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3B_TN307_553_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3A_TN307_553_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3B_TN307_553_grana.bmp""]",10.0,II,GEN-FEB,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN307_2020-11-04,110.0,TN307,C0E,TG_14,2020-11-04,2020,OK,"Il campione contiene perle piuttosto dure, che risultano poco piacevoli alla masticazione.","Contiene perle piuttosto dure, non piacevoli alla masticazione","Contiene perle piuttosto dure, non piacevoli alla masticazione ",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P3A_TN307_553_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P3A_TN307_553_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3A_TN307_553_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3B_TN307_553_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3A_TN307_553_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3B_TN307_553_grana.bmp""]",10.0,II,GEN-FEB,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN306_2020-11-04,111.0,TN306,C0D,TG_24,2020-11-04,2020,OK,"La texture è pastosa e asciutta, ma nel complesso mantiene una buona qualità.",Pastoso e o asciutto ma nel complesso buono!,Pastoso e o asciutto ma nel complesso buono!,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P2A_TN306_735_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P2A_TN306_735_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P2A_TN306_735_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P2B_TN306_735_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P2A_TN306_735_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P2B_TN306_735_grana.bmp""]",10.0,II,GEN-FEB,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN307_2020-11-04,112.0,TN307,C0E,TG_24,2020-11-04,2020,OK,"Il campione presenta una leggera schioccantezza, con una microocchiatura uniforme.",Leggermente schioccante,Leggermente schioccante,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P3A_TN307_553_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P3A_TN307_553_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3A_TN307_553_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3B_TN307_553_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3A_TN307_553_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3B_TN307_553_grana.bmp""]",10.0,II,GEN-FEB,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN319_2020-11-04,113.0,TN319,C0M,TG_24,2020-11-04,2020,OK,"Peccato per la secchezza, che influisce sulla piacevolezza della pasta.",Peccato per asciutto,Peccato per asciutto,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P4A_TN319_371_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P4A_TN319_371_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P4A_TN319_371_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P4B_TN319_371_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P4A_TN319_371_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P4B_TN319_371_grana.bmp""]",10.0,II,GEN-FEB,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN307_2020-11-04,114.0,TN307,C0E,TG_35,2020-11-04,2020,OK,"Il campione è un po' troppo umido, ma non presenta bagnato.","Un Po troppo umido, ma non è  bagnato","Un Po troppo umido, ma non è  bagnato",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P3A_TN307_553_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P3A_TN307_553_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3A_TN307_553_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3B_TN307_553_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3A_TN307_553_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P3B_TN307_553_grana.bmp""]",10.0,II,GEN-FEB,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN323_2020-11-04,115.0,TN323,C0N,TG_35,2020-11-04,2020,OK,"Il campione presenta una leggera sabbiosità, che influisce sulla consistenza.",Leggermente sabbioso,Leggermente sabbioso ,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P5A_TN323_198_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/II bimestre/2020-11-04_Seduta_10/P5A_TN323_198_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P5A_TN323_198_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P5B_TN323_198_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P5A_TN323_198_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\II bimestre\\2020-11-04_Seduta_10\\P5B_TN323_198_grana.bmp""]",10.0,II,GEN-FEB,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN313_2020-11-19,116.0,TN313,C0H,TG_24,2020-11-19,2020,OK,"Il campione è leggermente duro e schioccante, con una microocchiatura uniforme.",Leggermente  duro e schioccante,Leggermente  duro e schioccante,1.0,True,False,False,False,False,,,[],[],11.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN319_2020-11-19,117.0,TN319,C0M,TG_24,2020-11-19,2020,OK,"Il campione è leggermente asciutto, ma non compromette la qualità complessiva.",Leggermente  asciutto!,Leggermente  asciutto!,1.0,True,False,False,False,False,,,[],[],11.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN311_2020-11-25,118.0,TN311,C0G,TG_04,2020-11-25,2020,OK,"Il difetto è che il campione risulta troppo tenero, influenzando la struttura.",Difetto é che troppo tenero,Difetto é che troppo tenero,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-11-25_Seduta_12/P4_TN311_361_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-11-25_Seduta_12/P4_TN311_361_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P4_TN311_361_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P4_TN311_361_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P4_TN311_361_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P4_TN311_361_GRANA_B.bmp""]",12.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN330_2020-11-25,119.0,TN330,C0Q,TG_04,2020-11-25,2020,OK,"Il campione è poco solubile e asciutto in gola, compromettendo la piacevolezza.",Poco solubile e asciutto in gola,Poco solubile e asciutto in gola,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-11-25_Seduta_12/P6_TN330_714_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-11-25_Seduta_12/P6_TN330_714_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P6_TN330_714_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P6_TN330_714_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P6_TN330_714_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P6_TN330_714_GRANA_B.bmp""]",12.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN328_2020-11-25,120.0,TN328,C0P,TG_35,2020-11-25,2020,OK,"Il campione è un po' duro, ma non compromette la qualità complessiva.",Un po duro,Un po duro,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-11-25_Seduta_12/P5_TN328_182_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-11-25_Seduta_12/P5_TN328_182_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P5_TN328_182_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P5_TN328_182_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P5_TN328_182_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-11-25_Seduta_12\\P5_TN328_182_GRANA_B.bmp""]",12.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN307_2020-12-02,121.0,TN307,C0E,TG_04,2020-12-02,2020,ILLEGGIBILE,,Ingozza,Ingozza,1.0,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-02_Seduta_13/P2_TN307_337_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-02_Seduta_13/P2_TN307_337_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-02_Seduta_13\\P2_TN307_337_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-02_Seduta_13\\P2_TN307_337_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-02_Seduta_13\\P2_TN307_337_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-02_Seduta_13\\P2_TN307_337_GRANA_B.bmp""]",13.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN310_2020-12-02,122.0,TN310,C0F,TG_24,2020-12-02,2020,OK,"Il campione presenta una pasta che lega in bocca, evidenziando una buona struttura.",Lega in bocca!,Lega in bocca!,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-02_Seduta_13/P3_TN310_515_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-02_Seduta_13/P3_TN310_515_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-02_Seduta_13\\P3_TN310_515_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-02_Seduta_13\\P3_TN310_515_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-02_Seduta_13\\P3_TN310_515_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-02_Seduta_13\\P3_TN310_515_GRANA_B.bmp""]",13.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN302_2020-12-09,123.0,TN302,C0A,TG_04,2020-12-09,2020,OK,"Il campione ingozza nel finale, mostrando una buona persistenza al palato.",ingozza nel finale,ingozza nel finale,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P1_TN302_390_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P1_TN302_390_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P1_TN302_390_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P1_TN302_390_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P1_TN302_390_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P1_TN302_390_GRANA_B.bmp""]",14.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN311_2020-12-09,124.0,TN311,C0G,TG_04,2020-12-09,2020,OK,"Il campione è solo un po' tenero, ma mantiene una buona compattezza.",solo un po’ tenero,solo un po’ tenero,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P3_TN311_554_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P3_TN311_554_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P3_TN311_554_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P3_TN311_554_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P3_TN311_554_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P3_TN311_554_GRANA_B.bmp""]",14.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN330_2020-12-09,125.0,TN330,C0Q,TG_04,2020-12-09,2020,OK,"Il campione è molto tenero, con una buona sensazione al palato.",Molto tenero,Molto tenero,1.0,True,False,False,False,False,,,[],[],14.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN305_2020-12-09,126.0,TN305,C0C,TG_19,2020-12-09,2020,OK,"Il campione è molto compatto, con una struttura ben definita.",Molto compatto,Molto compatto,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P2_TN305_463_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P2_TN305_463_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P2_TN305_463_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P2_TN305_463_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P2_TN305_463_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P2_TN305_463_GRANA_B.bmp""]",14.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN323_2020-12-09,127.0,TN323,C0N,TG_19,2020-12-09,2020,OK,"La pasta si presenta compatta, con una buona struttura e senza difetti.",Compatto,Compatto,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P5_TN323_718_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P5_TN323_718_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P5_TN323_718_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P5_TN323_718_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P5_TN323_718_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P5_TN323_718_GRANA_B.bmp""]",14.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN302_2020-12-09,128.0,TN302,C0A,TG_24,2020-12-09,2020,OK,"Il campione ha una bella struttura, con una buona consistenza.",Bella struttura,Bella struttura,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P1_TN302_390_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P1_TN302_390_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P1_TN302_390_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P1_TN302_390_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P1_TN302_390_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P1_TN302_390_GRANA_B.bmp""]",14.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN311_2020-12-09,129.0,TN311,C0G,TG_24,2020-12-09,2020,OK,Il campione è leggermente tenero ma presenta una bella struttura.,Leggermente  tenero ma bella struttura,Leggermente  tenero ma bella struttura,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P3_TN311_554_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-09_Seduta_14/P3_TN311_554_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P3_TN311_554_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P3_TN311_554_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P3_TN311_554_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-09_Seduta_14\\P3_TN311_554_GRANA_B.bmp""]",14.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
Texture,TN304_2020-12-16,130.0,TN304,C0B,TG_19,2020-12-16,2020,OK,"La texture è compatta, evidenziando una buona compattezza e assenza di difetti.",Compatto,Compatto,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-16_Seduta_15/P1_TN304_481_FETTA_A.bmp,07_captioning risultati grana Trentino/TrentinGrana/2020-2021_Trentingrana/III bimestre/2020-12-16_Seduta_15/P1_TN304_481_GRANA_A.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-16_Seduta_15\\P1_TN304_481_FETTA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-16_Seduta_15\\P1_TN304_481_FETTA_B.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-16_Seduta_15\\P1_TN304_481_GRANA_A.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2020-2021_Trentingrana\\III bimestre\\2020-12-16_Seduta_15\\P1_TN304_481_GRANA_B.bmp""]",15.0,III,MAR-APR,Commenti liberi_QTG_2020_Texture.csv,
