attributo,sample_id,caption_id,codice_caseificio,Prodotto,Panelista,Data Seduta di valutazione,anno,classe,caption,commento_prenorm,Commenti,peso,has_caption,has_images,has_fetta,has_grana,has_both_views,path_fetta_primaria,path_grana_primaria,paths_fetta_tutti,paths_grana_tutti,N° Seduta,Bimestre di Valutazione,Data Produzione,_source_file,Unnamed: 7,Profumo
Profumo,TN330_2018-08-29,438.0,TN330,C0Q,TG_04,2018-08-29,2018,OK,"Il campione mostra una buona intensità, ma una complessità non elevata, con note di tostato.","Buona intensita', non grande la complessita'. tostato","Buona intensita', non grande la complessita'. tostato",1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P6a_330_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6b_330_fetta.bmp""]",[],,,,Commenti TOT_2018_Profumo.csv,,"8,08"
Profumo,TN330_2018-08-29,439.0,TN330,C0Q,TG_08,2018-08-29,2018,OK,"Il profumo presenta note di burro fuso, burro e un accenno di fieno.","burro fuso, burro, un po di fieno","burro fuso, burro, un po di fieno",1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P6a_330_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6b_330_fetta.bmp""]",[],,,,Commenti TOT_2018_Profumo.csv,,"6,76"
Profumo,TN330_2018-08-29,,TN330,C0Q,TG_11,2018-08-29,2018,,,,,,False,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P6a_330_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6b_330_fetta.bmp""]",[],,,,Commenti TOT_2018_Profumo.csv,,"7,30"
Profumo,TN330_2018-08-29,,TN330,C0Q,TG_12,2018-08-29,2018,,,,,,False,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P6a_330_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6b_330_fetta.bmp""]",[],,,,Commenti TOT_2018_Profumo.csv,,"7,54"
Profumo,TN330_2018-08-29,,TN330,C0Q,TG_13,2018-08-29,2018,,,,,,False,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P6a_330_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6b_330_fetta.bmp""]",[],,,,Commenti TOT_2018_Profumo.csv,,"7,42"
Profumo,TN330_2018-08-29,440.0,TN330,C0Q,TG_19,2018-08-29,2018,OK,Il campione ha note di lattici cotti e un leggero sentore animale non penalizzante.,"lattici cotti, animale leggero non penalizzante,","lattici cotti, animale leggero non penalizzante,",1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P6a_330_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6b_330_fetta.bmp""]",[],,,,Commenti TOT_2018_Profumo.csv,,"8,32"
Profumo,TN330_2018-08-29,441.0,TN330,C0Q,TG_20,2018-08-29,2018,OK,"Il profumo non è particolarmente armonico, con note dominanti di brodo, latte cotto e a tratti bruciato.","non particolarmente armonico, note dominanti di brodo e di latte cotto, a tratti bruciato","non particolarmente armonico, note dominanti di brodo e di latte cotto, a tratti bruciato",1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P6a_330_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6b_330_fetta.bmp""]",[],,,,Commenti TOT_2018_Profumo.csv,,"6,28"
Profumo,TN330_2018-08-29,442.0,TN330,C0Q,TG_24,2018-08-29,2018,OK,"Il campione presenta note positive di grana tipico e latte, con una tostatura forte, sebbene molto piacevole.","note positive da grana tipico, latte, ma con tostatura anche forte... sebbene molto piacevole","note positive da grana tipico, latte, ma con tostatura anche forte... sebbene molto piacevole",1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P6a_330_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6b_330_fetta.bmp""]",[],,,,Commenti TOT_2018_Profumo.csv,,"7,84"
Profumo,TN330_2018-08-29,443.0,TN330,C0Q,TG_35,2018-08-29,2018,OK,Moderata persistenza di una sensazione acida e un possibile inizio di fermentazione.,moderata persistenza dei una senzaione acida e forse un inizio di fermentazione,moderata persistenza dei una senzaione acida e forse un inizio di fermentazione,1.0,True,True,True,False,False,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-08-29/P6a_330_fetta.bmp,,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6a_330_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-08-29\\P6b_330_fetta.bmp""]",[],,,,Commenti TOT_2018_Profumo.csv,,"6,64"
Profumo,TN304_2018-09-12,,TN304,C0B,TG_13,2018-09-12,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.54
Profumo,TN304_2018-09-12,444.0,TN304,C0B,Q_09,2018-09-12,2018,ILLEGGIBILE,,leg,leg,1.0,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.72
Profumo,TN304_2018-09-12,,TN304,C0B,Q_02,2018-09-12,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7
Profumo,TN304_2018-09-12,445.0,TN304,C0B,TG_04,2018-09-12,2018,OK,"Il profumo è leggero, senza grandi freschezze, con note di panna e vegetale.",leggero. Senza grandi freschezze. panna. note vegetaleetali,leggero. Senza grandi freschezze. panna. note vegetali,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.6
Profumo,TN304_2018-09-12,446.0,TN304,C0B,TG_35,2018-09-12,2018,OK,"Il campione presenta note di panna, burro fuso, latte cotto e una leggera tostatura.","soprattutto panna, burro fuso, latte cotto e tostatoleggero","soprattutto panna, burro fuso, latte cotto e tostatoleggero",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.02
Profumo,TN304_2018-09-12,,TN304,C0B,TG_12,2018-09-12,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.72
Profumo,TN304_2018-09-12,,TN304,C0B,TG_11,2018-09-12,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.02
Profumo,TN304_2018-09-12,447.0,TN304,C0B,TG_19,2018-09-12,2018,OK,"Il profumo è caratterizzato da panna, note animali e un'intensità marcata.","panna, animale, intenso","panna, animale, intenso",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P1a_304_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1a_304_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P1b_304_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.32
Profumo,TN306_2018-09-12,448.0,TN306,C0D,TG_13,2018-09-12,2018,OK,"Il campione è molto leggero, quasi impercettibile, con un leggero sentore di cotto.","molto leggero, quasi impercettibile. Leggero sentore di cotto","molto leggero, quasi impercettibile. Leggero sentore di cotto",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.94
Profumo,TN306_2018-09-12,449.0,TN306,C0D,Q_09,2018-09-12,2018,FUORI_ATTRIBUTO,Il commento menziona brodo vegetale e panna.,brodo vegetaleetale panna,brodo vegetale panna,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.08
Profumo,TN306_2018-09-12,450.0,TN306,C0D,Q_02,2018-09-12,2018,OK,Il profumo è pronunciato di latte cotto.,pronunciato di latte cotto,pronunciato di latte cotto,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.52
Profumo,TN306_2018-09-12,451.0,TN306,C0D,TG_04,2018-09-12,2018,OK,"Profumi maturi o cotti, con note di crosta, vegetale e leggermente animali/cuoio, senza difetti.","Profumi maturi o cotti, crosta. note vegetaleetali e leggermente animali/cuoio. Non difetti","Profumi maturi o cotti, crosta. note vegetali e leggermente animali/cuoio. Non difetti",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,8.08
Profumo,TN306_2018-09-12,452.0,TN306,C0D,TG_35,2018-09-12,2018,OK,"Il campione presenta note di latte cotto, burro, umami, verdure lesse e una leggera crosta di formaggio.","Latte cotto, burro , umami, verdure lesse e una legger crosta di formaggio","Latte cotto, burro , umami, verdure lesse e una legger crosta di formaggio",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.24
Profumo,TN306_2018-09-12,,TN306,C0D,TG_12,2018-09-12,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.54
Profumo,TN306_2018-09-12,453.0,TN306,C0D,TG_11,2018-09-12,2018,OK,Il profumo è caratterizzato da una nota dolce.,con nota dolce,con nota dolce,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.78
Profumo,TN306_2018-09-12,454.0,TN306,C0D,TG_19,2018-09-12,2018,OK,Il campione presenta note fermentate.,fermentato,fermentato,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P2a_306_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2a_306_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P2b_306_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.82
Profumo,TN310_2018-09-12,,TN310,C0F,TG_13,2018-09-12,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.76
Profumo,TN310_2018-09-12,455.0,TN310,C0F,Q_09,2018-09-12,2018,FUORI_ATTRIBUTO,Il commento menziona un odore anomalo che non è riconoscibile.,leg odore anomalo che non riconsoco,leg odore anomalo che non riconsoco,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.12
Profumo,TN310_2018-09-12,,TN310,C0F,Q_02,2018-09-12,2018,,,,,,False,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.48
Profumo,TN310_2018-09-12,456.0,TN310,C0F,TG_04,2018-09-12,2018,FUORI_ATTRIBUTO,Il commento esprime una percezione di leggerezza e povertà aromatica.,leggero e povero,leggero e povero,1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,7.66
Profumo,TN310_2018-09-12,457.0,TN310,C0F,TG_35,2018-09-12,2018,OK,"Il profumo presenta note intense di formaggio grigliato e tostato, seguite da panna, latte cotto e burro fuso.","Prevale il probumo di formaggio grigliato e tostato, segue panna, latte cotto e burro fuso","Prevale il probumo di formaggio grigliato e tostato, segue panna, latte cotto e burro fuso",1.0,True,True,True,True,True,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P3a_310_fetta.bmp,07_captioning risultati grana Trentino/TrentinGrana/2018-2019_Trentingrana/2018-09-12/P3a_310_grana.bmp,"[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3a_310_fetta.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3b_310_fetta.bmp""]","[""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3a_310_grana.bmp"", ""07_captioning risultati grana Trentino\\TrentinGrana\\2018-2019_Trentingrana\\2018-09-12\\P3b_310_grana.bmp""]",,,,Commenti TOT_2018_Profumo.csv,,6.04
